Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000198142.5,1967.4947008982933,-12.609773893967839,3.222692114190256,1.0702999480429718e-21,6.2396432050731666e-21,HuT78_vs_MyLa,ENSG00000198142,SOWAHC,protein_coding,Down
ENSG00000211751.9,2779.5838264942827,17.528309329784854,3.4930803615336417,6.881351833035999e-41,8.142629992657856e-40,HuT78_vs_MyLa,ENSG00000211751,TRBC1,TR_C_gene,Up
ENSG00000131746.15,2235.2429211528765,16.845040303226835,3.071366955029275,1.5320609869355176e-39,1.7493226629031102e-38,HuT78_vs_MyLa,ENSG00000131746,TNS4,protein_coding,Up
ENSG00000007264.17,1948.0345629413973,16.80723104874959,3.290008388299122,2.815927900082259e-36,2.916031695374201e-35,HuT78_vs_MyLa,ENSG00000007264,MATK,protein_coding,Up
ENSG00000182866.20,1462.1007974637,16.505134267549813,3.3910645692598878,1.2271631476997614e-36,1.2901776872676777e-35,HuT78_vs_MyLa,ENSG00000182866,LCK,protein_coding,Up
ENSG00000110448.13,3185.0086805027213,16.113886877230357,2.822908715802693,4.199255948726702e-37,4.459375834110188e-36,HuT78_vs_MyLa,ENSG00000110448,CD5,protein_coding,Up
ENSG00000013725.16,2718.0015551376423,16.03581794013996,2.8723190222428756,1.481014316305776e-36,1.5488833319683582e-35,HuT78_vs_MyLa,ENSG00000013725,CD6,protein_coding,Up
ENSG00000214049.9,870.6816637393423,15.87897603373139,3.5656463611212774,3.746365565374517e-33,3.5047592221245153e-32,HuT78_vs_MyLa,ENSG00000214049,UCA1,lncRNA,Up
ENSG00000277443.5,1070.2766605125505,15.84075752934983,3.255233605967656,5.114030619272335e-29,4.104742766320067e-28,HuT78_vs_MyLa,ENSG00000277443,MARCKS,protein_coding,Up
ENSG00000187772.8,808.2835237050551,15.725762097364937,3.5112301965140076,1.1650912843034829e-32,1.0709394745149768e-31,HuT78_vs_MyLa,ENSG00000187772,LIN28B,protein_coding,Up
ENSG00000136732.18,1819.1833190763189,15.654674074769872,2.774305327288252,1.2998933597891502e-34,1.2746354428364875e-33,HuT78_vs_MyLa,ENSG00000136732,GYPC,protein_coding,Up
ENSG00000163017.16,856.8420086082402,15.440523879058679,3.0749912438249822,1.5378404997817494e-32,1.4056332935505123e-31,HuT78_vs_MyLa,ENSG00000163017,ACTG2,protein_coding,Up
ENSG00000154930.17,1699.0550442122167,15.422281010997441,2.7462896775407883,3.4145142650540624e-34,3.302971007475352e-33,HuT78_vs_MyLa,ENSG00000154930,ACSS1,protein_coding,Up
ENSG00000153094.27,820.5842826712874,15.335023278668299,3.117879180682239,2.2100234145337163e-32,2.0067191825327685e-31,HuT78_vs_MyLa,ENSG00000153094,BCL2L11,protein_coding,Up
ENSG00000276405.1,610.8238783816926,15.307078447521512,3.5239478915903524,1.560419143884676e-29,1.2805730170725595e-28,HuT78_vs_MyLa,ENSG00000276405,TRBV13,TR_V_gene,Up
ENSG00000187855.6,588.0434052264236,15.261672869712458,3.5160183593865235,1.430088893568474e-30,1.2171041581130267e-29,HuT78_vs_MyLa,ENSG00000187855,ASCL4,protein_coding,Up
ENSG00000115523.19,640.4418568265633,15.010700242989062,3.0659730775129064,4.620170280029819e-31,3.990855861462594e-30,HuT78_vs_MyLa,ENSG00000115523,GNLY,protein_coding,Up
ENSG00000132530.19,679.9663064628909,14.91216957749881,3.012887312107583,2.2633216653767983e-25,1.5746566071932171e-24,HuT78_vs_MyLa,ENSG00000132530,XAF1,protein_coding,Up
ENSG00000159217.12,858.3152949311501,14.670882612252552,3.0141845936384577,6.2980951827094385e-30,5.243047174639387e-29,HuT78_vs_MyLa,ENSG00000159217,IGF2BP1,protein_coding,Up
ENSG00000166582.13,1287.3609395058509,14.66200411611555,2.7226301605774026,3.6399773103129702e-31,3.162473012330595e-30,HuT78_vs_MyLa,ENSG00000166582,CENPV,protein_coding,Up
ENSG00000175130.9,674.2744897430197,14.553979085646455,3.0672419665939827,2.7554610124194882e-17,1.2683474829777783e-16,HuT78_vs_MyLa,ENSG00000175130,MARCKSL1,protein_coding,Up
ENSG00000205426.11,426.8801079792745,14.43975606474782,3.122938795393008,2.838964577413021e-28,2.2238762747859325e-27,HuT78_vs_MyLa,ENSG00000205426,KRT81,protein_coding,Up
ENSG00000138964.20,655.9747332942919,14.421318626933282,3.3231224961590615,2.0621663659171936e-12,7.166578165937249e-12,HuT78_vs_MyLa,ENSG00000138964,PARVG,protein_coding,Up
ENSG00000073849.18,551.0790128145966,14.411302845908244,3.0257081646036195,7.218005851363218e-29,5.757371986962246e-28,HuT78_vs_MyLa,ENSG00000073849,ST6GAL1,protein_coding,Up
ENSG00000101311.19,518.2434165864688,14.295952826131428,2.875327481111559,5.502095871301207e-29,4.404381033706932e-28,HuT78_vs_MyLa,ENSG00000101311,FERMT1,protein_coding,Up
ENSG00000106484.17,686.7533251126031,14.180566879713238,3.956098094063885,7.820795096310259e-8,1.9904751264440726e-7,HuT78_vs_MyLa,ENSG00000106484,MEST,protein_coding,Up
ENSG00000115884.13,334.8836009231383,14.149638266446843,3.184342706779719,1.4256927000603043e-26,1.048062565514171e-25,HuT78_vs_MyLa,ENSG00000115884,SDC1,protein_coding,Up
ENSG00000196839.16,770.8211946171953,14.12331293108451,2.8005008077832114,1.473273506235132e-28,1.1606725973703776e-27,HuT78_vs_MyLa,ENSG00000196839,ADA,protein_coding,Up
ENSG00000107719.12,453.5276997883433,14.095031485457724,3.6892276933545864,4.7667564914904e-10,1.4237486252926062e-9,HuT78_vs_MyLa,ENSG00000107719,PALD1,protein_coding,Up
ENSG00000142347.23,640.3778582396538,14.057494491329951,3.859692592547535,4.351388629748655e-8,1.1279862147583151e-7,HuT78_vs_MyLa,ENSG00000142347,MYO1F,protein_coding,Up
ENSG00000092621.15,1300.023637628869,13.964179763956137,2.6684670044999046,1.6080483073247207e-28,1.2646262258877249e-27,HuT78_vs_MyLa,ENSG00000092621,PHGDH,protein_coding,Up
ENSG00000071575.13,400.8428621356496,13.958949863351346,2.8146540065667383,1.956355664108948e-27,1.4800722855790456e-26,HuT78_vs_MyLa,ENSG00000071575,TRIB2,protein_coding,Up
ENSG00000162337.14,848.2260162253942,13.937794428737238,2.731728085280441,4.138192411192818e-28,3.223292045500841e-27,HuT78_vs_MyLa,ENSG00000162337,LRP5,protein_coding,Up
ENSG00000256235.5,442.34483182217036,13.915556249901227,3.8053970054293043,8.46848425355474e-9,2.31976904285066e-8,HuT78_vs_MyLa,ENSG00000256235,SMIM3,protein_coding,Up
ENSG00000125384.9,280.17261752974395,13.914486428644112,3.2022188661611515,3.671887693477547e-26,2.655707227640301e-25,HuT78_vs_MyLa,ENSG00000125384,PTGER2,protein_coding,Up
ENSG00000166501.16,1206.8051104757071,13.908249067764729,2.8270924095318697,1.7037319159445348e-27,1.291678259591466e-26,HuT78_vs_MyLa,ENSG00000166501,PRKCB,protein_coding,Up
ENSG00000147443.15,1387.6005123575385,13.887106779782508,2.6600908667505148,3.905209843134673e-28,3.0444662462905864e-27,HuT78_vs_MyLa,ENSG00000147443,DOK2,protein_coding,Up
ENSG00000100473.20,281.52785773970425,13.86715756289476,3.1445118175162423,3.991882411316004e-26,2.88597955604222e-25,HuT78_vs_MyLa,ENSG00000100473,COCH,protein_coding,Up
ENSG00000132623.18,456.1154301996818,13.78736673912424,2.736423368905032,1.975804015500091e-27,1.4941548728444124e-26,HuT78_vs_MyLa,ENSG00000132623,ANKEF1,protein_coding,Up
ENSG00000263753.11,743.4488719277863,13.704946585032038,2.6802162636501805,1.8849106658269122e-27,1.4272263135371568e-26,HuT78_vs_MyLa,ENSG00000263753,LINC00667,lncRNA,Up
ENSG00000110328.8,210.66096254027903,13.611475068142752,3.3495452625201847,1.6052221928267037e-24,1.0726428789440654e-23,HuT78_vs_MyLa,ENSG00000110328,GALNT18,protein_coding,Up
ENSG00000096264.15,206.872265416341,13.581384359847693,3.3461939670694973,2.0456081603314926e-24,1.3603218334201444e-23,HuT78_vs_MyLa,ENSG00000096264,NCR2,protein_coding,Up
ENSG00000082512.17,1010.181422346097,13.53403427575492,2.6507976830144413,6.499181699761174e-27,4.8172461791982395e-26,HuT78_vs_MyLa,ENSG00000082512,TRAF5,protein_coding,Up
ENSG00000196372.15,468.26673638688953,13.505005552808859,2.732905423247556,2.722390842401785e-26,1.9785651903297356e-25,HuT78_vs_MyLa,ENSG00000196372,ASB13,protein_coding,Up
ENSG00000114450.13,318.99254787142405,13.502111913132786,2.9735241476284515,2.0466899317514631e-25,1.4272654779029764e-24,HuT78_vs_MyLa,ENSG00000114450,GNB4,protein_coding,Up
ENSG00000085662.16,1870.5172703501694,13.485455594779806,1.2790570136557118,2.480139987429764e-31,2.1642332135803322e-30,HuT78_vs_MyLa,ENSG00000085662,AKR1B1,protein_coding,Up
ENSG00000291033.2,216.6628671392195,13.43185968410289,3.098783855451951,2.091790481168712e-24,1.3894855939984233e-23,HuT78_vs_MyLa,ENSG00000291033,TXLNGY,lncRNA,Up
ENSG00000071967.14,348.9206072388194,13.412488443246064,2.832061546274812,1.5771833697047962e-25,1.1067465753333891e-24,HuT78_vs_MyLa,ENSG00000071967,CYBRD1,protein_coding,Up
ENSG00000162894.14,204.061567220978,13.398677756275905,3.1485336545798726,2.2280291661645115e-24,1.4772443564706596e-23,HuT78_vs_MyLa,ENSG00000162894,FCMR,protein_coding,Up
ENSG00000227051.8,205.8093330754602,13.396226860577643,3.1327676209920434,2.124057554496657e-24,1.4093515218076892e-23,HuT78_vs_MyLa,ENSG00000227051,C14orf132,protein_coding,Up
ENSG00000132846.8,391.8910229188954,13.372483108716212,2.946474405852778,4.764150815525852e-25,3.263853226009394e-24,HuT78_vs_MyLa,ENSG00000132846,ZBED3,protein_coding,Up
ENSG00000136014.14,175.7875857891484,13.318259153659032,3.322945031317224,2.5185884497834326e-23,1.5815111138405257e-22,HuT78_vs_MyLa,ENSG00000136014,USP44,protein_coding,Up
ENSG00000127989.16,478.30175647369913,13.312814678583601,2.6590801947292118,6.145243404124356e-26,4.40192065513346e-25,HuT78_vs_MyLa,ENSG00000127989,MTERF1,protein_coding,Up
ENSG00000134326.13,275.24079145330006,13.3103745421065,3.4945722867813793,2.24754889404216e-10,6.854756288179315e-10,HuT78_vs_MyLa,ENSG00000134326,CMPK2,protein_coding,Up
ENSG00000004399.15,251.04799258604484,13.302200036831318,2.840230824291739,8.926416953974732e-25,6.0345947068097106e-24,HuT78_vs_MyLa,ENSG00000004399,PLXND1,protein_coding,Up
ENSG00000161243.12,1047.5977722443665,13.254246910833524,1.3196254551616242,1.2051114491991912e-29,9.921678130700142e-29,HuT78_vs_MyLa,ENSG00000161243,FBXO27,protein_coding,Up
ENSG00000089177.22,269.92612704335386,13.210929149713836,2.960626530271191,3.321938776928518e-24,2.1847479144153597e-23,HuT78_vs_MyLa,ENSG00000089177,KIF16B,protein_coding,Up
ENSG00000183072.11,209.61547081601705,13.194675657089066,2.998668315964801,3.913820623909955e-24,2.568355182320397e-23,HuT78_vs_MyLa,ENSG00000183072,NKX2-5,protein_coding,Up
ENSG00000172292.17,2464.045957288301,13.189030596614291,2.5918166184167757,8.031923422897874e-26,5.7190742496508515e-25,HuT78_vs_MyLa,ENSG00000172292,CERS6,protein_coding,Up
ENSG00000130054.6,179.14669746338586,13.187200190305882,3.133012475164897,2.0768053197460435e-23,1.3119170417225093e-22,HuT78_vs_MyLa,ENSG00000130054,NALF2,protein_coding,Up
ENSG00000185432.14,208.71239655861845,13.178813538475804,2.896440418311508,2.066939096105738e-24,1.3739968054446865e-23,HuT78_vs_MyLa,ENSG00000185432,TMT1A,protein_coding,Up
ENSG00000185760.19,538.4616424930783,13.143747151220223,2.6450448857734696,2.162562063859473e-25,1.5057248104952373e-24,HuT78_vs_MyLa,ENSG00000185760,KCNQ5,protein_coding,Up
ENSG00000162836.14,250.21199909100042,13.137831089230602,2.7671397556820714,1.1200140376845437e-24,7.537585080810895e-24,HuT78_vs_MyLa,ENSG00000162836,ACP6,protein_coding,Up
ENSG00000211795.3,176.0652223035938,13.101650203233804,3.0764669822446096,3.6584795720866853e-23,2.2781251836612083e-22,HuT78_vs_MyLa,ENSG00000211795,TRAV8-6,TR_V_gene,Up
ENSG00000090975.16,275.59390510404245,13.095671830380676,2.717530433241085,1.9734238817522983e-24,1.3128068637798895e-23,HuT78_vs_MyLa,ENSG00000090975,PITPNM2,protein_coding,Up
ENSG00000148798.13,180.01702606963298,13.068523972690416,2.9868611358027595,1.4733348024582597e-23,9.37315091833797e-23,HuT78_vs_MyLa,ENSG00000148798,INA,protein_coding,Up
ENSG00000166199.15,422.4665883752764,13.034248941485206,2.9655166635004586,4.690799927832447e-15,1.899111428409453e-14,HuT78_vs_MyLa,ENSG00000166199,ALKBH3,protein_coding,Up
ENSG00000279806.1,161.2671835624492,13.00489284972545,3.100436425845445,5.080733624328166e-23,3.1440878369547185e-22,HuT78_vs_MyLa,ENSG00000279806,ENSG00000279806,TEC,Up
ENSG00000198915.14,158.92742229342082,12.99468637501248,3.1158678676985447,8.499289868415683e-23,5.210978028496474e-22,HuT78_vs_MyLa,ENSG00000198915,RASGEF1A,protein_coding,Up
ENSG00000162490.9,173.86616367284816,12.980777927232555,2.9512917966130647,2.3461267511419744e-23,1.4768398013601008e-22,HuT78_vs_MyLa,ENSG00000162490,DRAXIN,protein_coding,Up
ENSG00000162739.16,160.81995588656952,12.961204271670338,3.0604174179841324,6.714286844656597e-23,4.1363978274423296e-22,HuT78_vs_MyLa,ENSG00000162739,SLAMF6,protein_coding,Up
ENSG00000086289.14,493.23409111965765,12.946425063098554,2.6537697202716304,1.3363033859187727e-24,8.946141688615401e-24,HuT78_vs_MyLa,ENSG00000086289,EPDR1,protein_coding,Up
ENSG00000106560.12,239.20657989907824,12.944511827229228,2.7197989329256185,3.097212087803499e-24,2.0391971537302348e-23,HuT78_vs_MyLa,ENSG00000106560,GIMAP2,protein_coding,Up
ENSG00000111110.14,896.5791591209102,12.937922696634088,2.620828932979574,1.1390958209782989e-24,7.663124909059791e-24,HuT78_vs_MyLa,ENSG00000111110,PPM1H,protein_coding,Up
ENSG00000141429.16,1145.1475467794587,12.92383694567316,2.6081406033422514,1.050290614502398e-24,7.076328077777534e-24,HuT78_vs_MyLa,ENSG00000141429,GALNT1,protein_coding,Up
ENSG00000213762.14,230.130747855595,12.884891522618613,2.933885426141563,3.338771782054513e-23,2.0852333102331227e-22,HuT78_vs_MyLa,ENSG00000213762,ZNF134,protein_coding,Up
ENSG00000181381.17,243.82201683240922,12.872268620178152,2.7274547737653103,2.0260317980254348e-23,1.282103838277134e-22,HuT78_vs_MyLa,ENSG00000181381,DDX60L,protein_coding,Up
ENSG00000185974.8,145.3785326197677,12.838646301588806,3.0859398288906927,1.79882855130575e-22,1.0872474189150645e-21,HuT78_vs_MyLa,ENSG00000185974,GRK1,protein_coding,Up
ENSG00000135824.14,133.42540381944755,12.82637112372352,3.3217599143863565,1.1442977213260893e-18,5.7326883885785484e-18,HuT78_vs_MyLa,ENSG00000135824,RGS8,protein_coding,Up
ENSG00000250366.6,735.7860585399299,12.821221178075003,1.3331327987608552,4.9166703473414665e-28,3.808134425967245e-27,HuT78_vs_MyLa,ENSG00000250366,TUNAR,protein_coding,Up
ENSG00000114200.12,254.20252531742432,12.81194308546971,2.9154844359518344,4.6827942197365687e-23,2.9018422153780914e-22,HuT78_vs_MyLa,ENSG00000114200,BCHE,protein_coding,Up
ENSG00000105851.12,784.953924252836,12.80742647498641,1.3460746934648957,2.941876650838761e-26,2.1328903358873492e-25,HuT78_vs_MyLa,ENSG00000105851,PIK3CG,protein_coding,Up
ENSG00000089682.20,353.55520236653837,12.791232228257908,2.6301964731917313,4.173560116986168e-24,2.7347962507610534e-23,HuT78_vs_MyLa,ENSG00000089682,RBM41,protein_coding,Up
ENSG00000185198.13,137.3861973776422,12.768265937918846,3.1252334499763794,3.324651187269025e-21,1.8938354855301934e-20,HuT78_vs_MyLa,ENSG00000185198,PRSS57,protein_coding,Up
ENSG00000173198.8,260.18941702775066,12.764389873839491,3.9994713376889317,1.0774507386643642e-6,2.5097555562569345e-6,HuT78_vs_MyLa,ENSG00000173198,CYSLTR1,protein_coding,Up
ENSG00000163818.22,166.0198057383551,12.753973719967114,3.0020382958979255,3.1638877593356166e-17,1.4526153051895842e-16,HuT78_vs_MyLa,ENSG00000163818,LZTFL1,protein_coding,Up
ENSG00000170430.12,156.10513917736017,12.731121465765709,3.171855204628124,4.333319397765046e-15,1.7595516094959382e-14,HuT78_vs_MyLa,ENSG00000170430,MGMT,protein_coding,Up
ENSG00000180712.6,327.74184541794654,12.718053606225103,2.8000437477390987,1.3827047158155336e-22,8.408402913725487e-22,HuT78_vs_MyLa,ENSG00000180712,LINC02363,lncRNA,Up
ENSG00000172543.11,821.521037297158,12.71801013829081,1.7186656417675414,3.3378632537439187e-16,1.4457886893332278e-15,HuT78_vs_MyLa,ENSG00000172543,CTSW,protein_coding,Up
ENSG00000165929.15,135.96680782959652,12.67598410072969,3.0330844345710246,7.610068744102205e-22,4.464125132632318e-21,HuT78_vs_MyLa,ENSG00000165929,TC2N,protein_coding,Up
ENSG00000119888.13,327.5368399364389,12.663259131382457,4.72721153288937,3.153479713594895e-5,6.459477368974679e-5,HuT78_vs_MyLa,ENSG00000119888,EPCAM,protein_coding,Up
ENSG00000170522.12,347.00809110850963,12.656791683487027,2.769105310362315,5.679787941281055e-23,3.5111594536939303e-22,HuT78_vs_MyLa,ENSG00000170522,ELOVL6,protein_coding,Up
ENSG00000102098.21,185.35464090235402,12.641577273854612,3.635914104263388,2.0654560789036116e-8,5.4843109016686227e-8,HuT78_vs_MyLa,ENSG00000102098,SCML2,protein_coding,Up
ENSG00000198393.10,338.0162662981674,12.63300157868423,2.653135705592637,2.5044246730312966e-23,1.5731685840587545e-22,HuT78_vs_MyLa,ENSG00000198393,ZNF26,protein_coding,Up
ENSG00000163106.13,125.5606758918235,12.631474943494707,3.1050952515512895,2.319115527932163e-21,1.3299281268535435e-20,HuT78_vs_MyLa,ENSG00000163106,HPGDS,protein_coding,Up
ENSG00000137563.15,1474.2754143999873,12.604589858147824,2.579713882192117,1.2140737025179349e-23,7.762359165099501e-23,HuT78_vs_MyLa,ENSG00000137563,GGH,protein_coding,Up
ENSG00000140548.12,296.3404343003231,12.5656162746119,2.663374424934956,4.104812628102475e-23,2.54808448483908e-22,HuT78_vs_MyLa,ENSG00000140548,ZNF710,protein_coding,Up
ENSG00000145506.16,487.54206968700765,12.549793544080881,2.6643461948473957,6.521659745183598e-23,4.019110228240941e-22,HuT78_vs_MyLa,ENSG00000145506,NKD2,protein_coding,Up
ENSG00000090612.24,272.2837222385343,12.543280023575196,2.889542432653793,3.402392287542178e-22,2.0304416332884116e-21,HuT78_vs_MyLa,ENSG00000090612,ZNF268,protein_coding,Up
ENSG00000135919.16,1253.2448089194204,12.53538929037079,2.6045525962258513,2.8093160635987925e-23,1.7603671661200548e-22,HuT78_vs_MyLa,ENSG00000135919,SERPINE2,protein_coding,Up
ENSG00000213799.15,224.82575870957473,12.472433419252662,2.8937058290531303,6.9072574179077845e-22,4.066497424969371e-21,HuT78_vs_MyLa,ENSG00000213799,ZNF845,protein_coding,Up
ENSG00000113196.5,10970.765221410036,-19.751899127198243,3.9307282053327044,2.002904696963472e-51,3.5810416812475654e-50,MyLa_vs_HH,ENSG00000113196,HAND1,protein_coding,Down
ENSG00000196126.14,6097.841024833901,-17.69158086710373,3.7387080732492657,1.8372252576901555e-41,2.537693946917435e-40,MyLa_vs_HH,ENSG00000196126,HLA-DRB1,protein_coding,Down
ENSG00000179344.19,5483.3276453729895,-17.625023174432528,3.7325112594081955,3.9707521108683647e-41,5.409583579179221e-40,MyLa_vs_HH,ENSG00000179344,HLA-DQB1,protein_coding,Down
ENSG00000077782.25,3909.656777072637,-17.393712267005615,3.710501458972714,4.364375882174765e-40,5.783120852748589e-39,MyLa_vs_HH,ENSG00000077782,FGFR1,protein_coding,Down
ENSG00000198502.9,2782.542410481011,-17.267732096180783,3.698632711271854,1.761464151613281e-39,2.293359758441274e-38,MyLa_vs_HH,ENSG00000198502,HLA-DRB5,protein_coding,Down
ENSG00000110448.13,3185.0086805027213,-16.71473658999019,3.6458711689430845,6.137463623358322e-37,7.500181501532356e-36,MyLa_vs_HH,ENSG00000110448,CD5,protein_coding,Down
ENSG00000172292.17,2464.045957288301,-16.562118753239254,3.62974653234098,1.8689810104248634e-36,2.2501878226990206e-35,MyLa_vs_HH,ENSG00000172292,CERS6,protein_coding,Down
ENSG00000013725.16,2718.0015551376423,-16.350808988537988,3.6097505779054435,1.871514509321983e-35,2.1899531309277157e-34,MyLa_vs_HH,ENSG00000013725,CD6,protein_coding,Down
ENSG00000155926.16,1330.6988735384862,-16.311210686528035,3.7328578356734603,1.2681842685020732e-23,9.458585000089359e-23,MyLa_vs_HH,ENSG00000155926,SLA,protein_coding,Down
ENSG00000141576.18,1338.6547613208036,-16.212141143465544,3.5972294156817473,1.0005162639294755e-34,1.1438576176321987e-33,MyLa_vs_HH,ENSG00000141576,RNF157,protein_coding,Down
ENSG00000135919.16,1253.2448089194204,-16.00772134041053,3.575833373724871,4.8419968465943055e-34,5.4012685869699245e-33,MyLa_vs_HH,ENSG00000135919,SERPINE2,protein_coding,Down
ENSG00000082556.15,859.030873397863,-15.735467422762943,3.539118136241363,5.126823603405609e-33,5.536289623569108e-32,MyLa_vs_HH,ENSG00000082556,OPRK1,protein_coding,Down
ENSG00000204287.16,975.9591731069316,-15.723942668824206,3.7327486362265283,1.9172550565928884e-19,1.1600008219811413e-18,MyLa_vs_HH,ENSG00000204287,HLA-DRA,protein_coding,Down
ENSG00000147443.15,1387.6005123575385,-15.470836678406098,3.5231387494774915,9.302988339978977e-32,9.592572486717792e-31,MyLa_vs_HH,ENSG00000147443,DOK2,protein_coding,Down
ENSG00000092621.15,1300.023637628869,-15.366592540398385,3.511388343529229,1.695778244100551e-31,1.733021519855184e-30,MyLa_vs_HH,ENSG00000092621,PHGDH,protein_coding,Down
ENSG00000147889.19,1444.397092852924,-15.34625606517393,3.509676019586729,1.7575427780650901e-31,1.7951185216098113e-30,MyLa_vs_HH,ENSG00000147889,CDKN2A,protein_coding,Down
ENSG00000075651.19,838.1325494295261,-15.298759758128387,3.504580505669033,3.1580438715082672e-31,3.1945994329797066e-30,MyLa_vs_HH,ENSG00000075651,PLD1,protein_coding,Down
ENSG00000137563.15,1474.2754143999873,-15.261046199383987,3.5007487601937672,4.411353146460667e-31,4.4423491635099976e-30,MyLa_vs_HH,ENSG00000137563,GGH,protein_coding,Down
ENSG00000166582.13,1287.3609395058509,-15.062116906422965,3.480693195998569,2.6879707549441888e-30,2.6057898308888065e-29,MyLa_vs_HH,ENSG00000166582,CENPV,protein_coding,Down
ENSG00000136732.18,1819.1833190763189,-14.82938224475211,3.4593171871138613,3.726382319333611e-29,3.4589709456404996e-28,MyLa_vs_HH,ENSG00000136732,GYPC,protein_coding,Down
ENSG00000141429.16,1145.1475467794587,-14.80372003920246,3.4543307600571747,2.5592433613095676e-29,2.395446437714781e-28,MyLa_vs_HH,ENSG00000141429,GALNT1,protein_coding,Down
ENSG00000163421.10,579.4073779072838,-14.770949389299366,3.444921373878782,3.627174227908547e-29,3.3703748077272624e-28,MyLa_vs_HH,ENSG00000163421,PROK2,protein_coding,Down
ENSG00000196839.16,770.8211946171953,-14.339449573177907,3.4069716808193684,1.5183928775356884e-27,1.3288719297045364e-26,MyLa_vs_HH,ENSG00000196839,ADA,protein_coding,Down
ENSG00000127990.21,753.5475054794704,-14.339136614184099,3.394459788344885,1.412766407464583e-27,1.2382441384407046e-26,MyLa_vs_HH,ENSG00000127990,SGCE,protein_coding,Down
ENSG00000141753.9,4670.627159475194,-14.318915137540133,3.4046195604662426,1.7046954590958935e-27,1.4868363753506784e-26,MyLa_vs_HH,ENSG00000141753,IGFBP4,protein_coding,Down
ENSG00000104312.10,623.9418140014386,-14.28928040380468,3.4012731867094104,2.0702858226942493e-27,1.797826975936378e-26,MyLa_vs_HH,ENSG00000104312,RIPK2,protein_coding,Down
ENSG00000111110.14,896.5791591209102,-14.144764552645032,3.386736298358964,7.609035214175951e-27,6.475813105081338e-26,MyLa_vs_HH,ENSG00000111110,PPM1H,protein_coding,Down
ENSG00000196735.15,7836.300671617997,-14.107165538915442,1.3299045213405605,1.3461560356045108e-33,1.476814781252591e-32,MyLa_vs_HH,ENSG00000196735,HLA-DQA1,protein_coding,Down
ENSG00000290104.2,343.2731947532691,-14.026859332216727,3.375753110516147,2.669782380350846e-26,2.2081787324092986e-25,MyLa_vs_HH,ENSG00000290104,ENSG00000290104,lncRNA,Down
ENSG00000138760.13,1110.2921236459965,-13.920913137879754,3.362195890670436,3.756029435799996e-26,3.0923376536009614e-25,MyLa_vs_HH,ENSG00000138760,SCARB2,protein_coding,Down
ENSG00000082512.17,1010.181422346097,-13.917363166073761,3.3618440346844407,3.8840233949922155e-26,3.193312488356381e-25,MyLa_vs_HH,ENSG00000082512,TRAF5,protein_coding,Down
ENSG00000163359.19,2893.8970575857907,-13.90469328585137,0.9810859787915124,9.201656170543211e-43,1.3230150103955186e-41,MyLa_vs_HH,ENSG00000163359,COL6A3,protein_coding,Down
ENSG00000180828.3,568.174509672665,-13.892090444118779,3.370900614085251,1.0560288642162846e-25,8.502812180869545e-25,MyLa_vs_HH,ENSG00000180828,BHLHE22,protein_coding,Down
ENSG00000154930.17,1699.0550442122167,-13.89051973725472,3.214025056559358,2.745427996432004e-26,2.269697395296694e-25,MyLa_vs_HH,ENSG00000154930,ACSS1,protein_coding,Down
ENSG00000178053.22,337.29186638265645,-13.86052254551802,3.360273102059509,1.5146699935073818e-25,1.2141079612386909e-24,MyLa_vs_HH,ENSG00000178053,MLF1,protein_coding,Down
ENSG00000198963.12,507.78625598697477,-13.85673756446794,3.357783236810959,1.0283652679481808e-25,8.287523065808215e-25,MyLa_vs_HH,ENSG00000198963,RORB,protein_coding,Down
ENSG00000156103.17,269.4741734414085,-13.741403560890937,3.3458990168434815,2.6026695730140753e-25,2.0695439591898427e-24,MyLa_vs_HH,ENSG00000156103,MMP16,protein_coding,Down
ENSG00000164749.14,272.81509884018067,-13.71266559301337,3.342745689755269,3.4062040074775244e-25,2.6977075505729376e-24,MyLa_vs_HH,ENSG00000164749,HNF4G,protein_coding,Down
ENSG00000172179.14,234.3957576730167,-13.674530665165953,3.340428813316086,6.5233771369913645e-25,5.121222673496945e-24,MyLa_vs_HH,ENSG00000172179,PRL,protein_coding,Down
ENSG00000185818.9,270.0798307478218,-13.5868274164844,3.32984914080057,9.727353038174955e-25,7.58665780056179e-24,MyLa_vs_HH,ENSG00000185818,NAT8L,protein_coding,Down
ENSG00000147647.15,219.52033966439524,-13.560070620211944,3.3270531587700205,1.1410545964254788e-24,8.864697786193604e-24,MyLa_vs_HH,ENSG00000147647,DPYS,protein_coding,Down
ENSG00000299902.1,214.7941494278664,-13.536198649512286,3.326067653892276,1.9798595446556502e-24,1.5242451114097968e-23,MyLa_vs_HH,ENSG00000299902,ENSG00000299902,lncRNA,Down
ENSG00000197872.13,260.5673466568804,-13.454707086603483,3.318679711658719,4.5927590886959516e-24,3.489367221119083e-23,MyLa_vs_HH,ENSG00000197872,CYRIA,protein_coding,Down
ENSG00000189057.13,932.455997952727,-13.3264349102349,3.2999156736078974,5.175500062265358e-24,3.923786864810998e-23,MyLa_vs_HH,ENSG00000189057,FAM111B,protein_coding,Down
ENSG00000263753.11,743.4488719277863,-13.313433311151613,3.2980862300883174,4.872345902483211e-24,3.6986473238553696e-23,MyLa_vs_HH,ENSG00000263753,LINC00667,lncRNA,Down
