ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,cell_line,direction,representative_ID,representative_term
GO:1901361,organic cyclic compound catabolic process,488,-0.2757491504376391,-1.4210666005268036,1.7256814857965255e-4,0.005593944942307124,0.0046025991344238746,2500,"tags=28%, list=17%, signal=24%",3094/56829/9238/8570/581/390916/79899/5663/677/195827/1267/23435/2821/255967/23098/8801/3183/2107/54464/26058/100/80149/167153/114609/8659/79077/10957/2081/4939/30833/54790/5625/6741/79621/56267/219988/170506/9444/6050/55270/10591/472/23367/9611/283927/55526/55132/2332/2954/8473/91875/23019/80335/84186/79066/2584/9337/5976/8630/26135/53343/10492/84305/23016/23049/5151/669/4292/9775/6093/64282/22894/124245/1777/10179/272/51690/56953/3091/9704/2475/51092/23185/1677/79882/23405/54555/3163/118460/81892/56006/4363/340152/8803/125061/4860/3251/6832/55795/64802/57109/23034/11164/38/5511/51154/51816/207/550643/10247/5394/9125/2023/8882/402/5073/3099/60528/3939/65109/11340/60496/9131/55629/79675/11163/2935/51170/25804/11182/27044/1312/28960/3098/1676/5230/953/11332/2806,SeAx,Down,GO:1901361,organic cyclic compound catabolic process
GO:1902743,regulation of lamellipodium organization,41,-0.48191494130310275,-1.7189942863082157,0.002689457738649014,0.03502127619195005,0.028814887731270604,1745,"tags=32%, list=12%, signal=28%",10163/8874/10096/5880/146206/7454/2475/6624/10109/51225/11344/832/960,SeAx,Down,GO:1902743,regulation of lamellipodium organization
GO:1990830,cellular response to leukemia inhibitory factor,85,-0.3895104729565439,-1.6108254747175472,0.00350176590822671,0.04195907531719987,0.03452318636095139,1867,"tags=31%, list=13%, signal=27%",9021/131474/29887/688/54941/7037/5916/129401/1491/587/9945/4691/11235/7520/51444/5826/9806/10678/8731/2731/3720/3099/6723/11156/84159/292,SeAx,Down,GO:1990830,cellular response to leukemia inhibitory factor
GO:0009152,purine ribonucleotide biosynthetic process,182,0.40292354951374976,1.6527708348054548,1.3083188784872177e-4,0.018128603126525446,0.016646194853410914,2286,"tags=29%, list=15%, signal=24%",4833/6389/29922/9061/2182/38/6392/109/2977/1737/6390/11332/100/55229/6785/50808/132/498/10606/3614/8833/4522/2180/4711/5471/10632/51422/54539/4715/2023/4719/23181/51703/2181/32/517/4535/10476/84532/7114/4882/10891/5160/4712/4713/4709/5198/4716/79993/790955/523/113,HH,Up,GO:0009152,purine ribonucleotide biosynthetic process
GO:0043392,negative regulation of DNA binding,25,0.6506214739827572,1.9164347473873773,5.314781437344184e-4,0.04186247006363313,0.038439301079116174,1953,"tags=44%, list=13%, signal=38%",23028/9421/51176/22927/64771/51042/7341/8658/6608/3717/6672,HH,Up,GO:0043392,negative regulation of DNA binding
GO:0001667,ameboidal-type cell migration,316,0.39010427355533583,1.643388044506625,9.236320893706038e-6,0.004991307810958742,0.004660939196255447,2878,"tags=31%, list=19%, signal=26%",9368/2113/11156/23189/9922/8482/3964/3728/3397/10519/1512/5829/27086/23499/59/3695/55612/10982/51466/4208/5294/397/6776/6722/708/6239/23129/55333/4163/3676/6286/11151/5747/5578/25960/23603/7048/7857/116150/4041/91/57124/55920/14/201161/9404/7046/57669/6405/1969/54566/634/22846/57608/2625/84159/8660/64750/161742/11235/5371/3146/4763/2185/153090/54443/5216/3675/9734/2876/5613/7481/4846/1839/10755/889/25865/5335/58495/3357/64218/8874/7114/54345/2624/29941/8766/9270/29775/25/116844/1201/6615/2896/2050/28984/55698/7124/3673,HuT 78,Up,GO:0001667,ameboidal-type cell migration
GO:0031589,cell-substrate adhesion,260,0.3947247726167933,1.6407954339693767,2.298156325652099e-5,0.010349363986519951,0.009664352127347512,1965,"tags=25%, list=13%, signal=22%",7205/7791/4739/9806/10225/23189/916/3897/3728/4088/10519/87/5829/23499/5786/2633/10018/3695/55612/7070/6722/708/6239/960/6480/3676/11151/5318/5747/2041/23603/3204/7402/285613/3683/57091/55920/9404/9341/5590/57669/71/57662/6251/3655/10516/9480/3696/3682/84962/83700/81848/5328/9344/1020/4763/54749/7074/2185/51144/7414/3675/10109/5613/613/5054,HuT 78,Up,GO:0031589,cell-substrate adhesion
GO:0040017,positive regulation of locomotion,419,0.34338842344376064,1.4758542613530081,1.9435924020435352e-4,0.041417599071238084,0.038676218385506916,2755,"tags=28%, list=19%, signal=23%",7205/2113/4739/9806/51176/8895/6693/6809/351/9922/8482/3603/3071/23224/4088/10519/1512/3965/27086/146206/59/55612/10982/7070/56670/5294/6776/5420/708/6239/6375/3676/11151/5747/7784/2041/5578/25960/23587/6282/7048/7857/116150/6774/79872/91/57091/8877/14/8650/7046/10795/57669/2150/6405/6504/71/389/3655/1969/54566/57608/9480/2625/8660/83700/6352/5724/5328/64750/11235/5788/3146/7074/4249/2185/153090/5216/3675/9734/64581/472/2195/728/5054/6364/4846/1839/2149/65992/51561/58191/57007/25865/286527/6846/2048/9439/6198/29108/57343/5335/54859/64218/8874/7114/64115/2624/1230/8766/9270/55737/25/6615/2896/2268/2651,HuT 78,Up,GO:0040017,positive regulation of locomotion
GO:0050851,antigen receptor-mediated signaling pathway,173,0.4714570707775651,1.8787800512459232,3.958102548698059e-7,0.0010884186755299643,0.0010163775625249617,1960,"tags=35%, list=13%, signal=31%",2534/916/7535/53347/28639/1445/3932/3071/1997/84174/9840/27086/1540/640/2633/10616/915/4208/7070/5074/54900/917/9214/100/163486/7006/26228/23607/10603/3635/5144/919/5142/50852/3937/5771/5583/974/4068/28755/973/5579/9404/3702/5621/2885/634/26191/2625/84433/23308/57181/123920/5788/89857/8892/59338/3514/28638/27040/150372,HuT 78,Up,GO:0050851,antigen receptor-mediated signaling pathway
GO:0051607,defense response to virus,252,0.3813793844544998,1.5780827471778467,1.3750983904702415e-4,0.033487403004977406,0.031270912385730196,2412,"tags=27%, list=16%, signal=23%",8519/60489/9641/10581/22900/8673/5359/85364/54541/6693/5551/197259/200316/3660/4940/256987/2633/5610/57506/708/57337/115362/834/84101/151636/91607/83666/11274/201292/79798/140564/4343/2150/91351/598/4615/2635/10155/7728/664/5245/85363/9474/7706/22978/5788/5371/4690/8165/25939/6041/10621/10077/55601/84282/51561/10868/4939/10875/3320/9188/4938/3428/29078/29108/246778/3659/64170,HuT 78,Up,GO:0051607,defense response to virus
GO:0061098,positive regulation of protein tyrosine kinase activity,16,0.7578936100363103,1.9704054445206614,1.5565526557015903e-4,0.03504837729754747,0.03272856768172554,1035,"tags=38%, list=7%, signal=35%",4739/1741/1742/285489/57091/5621,HuT 78,Up,GO:0061098,positive regulation of protein tyrosine kinase activity
GO:0090130,tissue migration,236,0.4368734995285878,1.7980836425598488,4.0281964305328063e-7,0.0010884186755299643,0.0010163775625249617,2974,"tags=35%, list=20%, signal=28%",2113/11156/23189/9922/72/3964/3728/3397/10519/1512/5829/27086/23499/59/55612/10982/51466/4208/5294/6776/6722/6239/23129/55333/4163/6286/11151/5747/5578/25960/23603/7048/7857/116150/14/9404/7046/57669/1969/54566/634/22846/57608/2625/8660/161742/11235/3146/4763/2185/153090/54443/5216/3675/9734/2876/5613/4846/1839/10755/889/25865/5335/64218/7114/54345/2624/29941/8766/9270/29775/25/116844/1201/6615/2896/2050/28984/7124/3673/54567/7422,HuT 78,Up,GO:0090130,tissue migration
GO:0001523,retinoid metabolic process,42,0.5624587233030232,1.7507698069590203,0.0013692096685271713,0.0383378707187608,0.03280577078723678,2128,"tags=31%, list=14%, signal=27%",51635/157506/1544/1545/10196/1109/10901/54884/84649/317749/7804/51109/4035,MyLa,Up,GO:0001523,retinoid metabolic process
GO:0001819,positive regulation of cytokine production,360,0.4212889531970463,1.6822109295874477,2.3340184429733904e-7,2.1239830813697376e-4,1.8174953594719812e-4,1857,"tags=25%, list=13%, signal=22%",7297/942/1604/201633/3098/5008/941/10538/10626/5603/3600/30968/22861/8013/5295/6777/29126/54440/7292/192683/340061/5142/51157/468/7805/5293/51284/959/3315/1386/7096/4088/3578/6504/54502/914/9173/10125/6693/3554/5743/8809/841/1545/3569/2627/10892/3552/80381/3566/116449/5781/4050/115362/3596/23411/948/9308/7784/7040/64135/101/11148/84433/3091/3663/3115/84282/10148/8764/5914/10010/975/10211/6774/4155/3265/23643/1535/9447/5600/81622/56848/7124/3662/4939/24145/3595/149233/3603,MyLa,Up,GO:0001819,positive regulation of cytokine production
GO:0001934,positive regulation of protein phosphorylation,402,0.36176570734575486,1.452933331702534,4.089444304510062e-4,0.0193703870434665,0.01657526788771443,2133,"tags=22%, list=14%, signal=19%",942/5607/7157/5008/7295/941/960/5871/4739/5899/3600/1741/10979/79899/9693/801/1435/10006/3976/28996/1386/55011/2081/355/8099/55437/90/84830/10125/5618/6693/84722/10507/5753/5743/5604/4486/5058/23531/116986/64223/3569/10892/57600/10961/6091/30844/8795/9094/1026/5781/23043/4915/23118/3596/10399/23411/948/7040/3624/5606/5217/2247/8764/8792/8826/8784/55233/57161/10211/3265/5168/283/56005/3937/7124/149233/3953/51347/3567/126308/7804/28232/7786/5747/85440/23328,MyLa,Up,GO:0001934,positive regulation of protein phosphorylation
GO:0001963,"synaptic transmission, dopaminergic",15,0.7182212369639592,1.7864660526938108,0.002019559999927956,0.04786711508601173,0.040959958816636714,2169,"tags=53%, list=15%, signal=46%",1312/5743/85445/25953/1861/10211/5071/135,MyLa,Up,GO:0001963,"synaptic transmission, dopaminergic"
GO:0002675,positive regulation of acute inflammatory response,18,0.7794186213016299,2.0334005503461117,2.1650965835773448e-5,0.002720972543639993,0.0023283400958764443,1739,"tags=61%, list=12%, signal=54%",5008/241/84699/5733/5743/3569/7784/101/8792/1268/7124,MyLa,Up,GO:0002675,positive regulation of acute inflammatory response
GO:0002700,regulation of production of molecular mediator of immune response,139,0.5087508209091138,1.8839009421737207,1.4485474302030345e-6,4.3980419049281284e-4,3.7634107461041077e-4,2646,"tags=37%, list=18%, signal=30%",942/1604/3098/3718/8013/7293/604/54440/684/7292/9516/79671/7805/51284/959/4092/51237/933/6504/7158/3554/8809/3569/10892/121260/3566/116449/3596/23411/948/7040/3663/79004/8764/975/6778/5585/56848/7124/6810/24145/3567/7494/8140/10225/80762/51465/567/64170/3134/112744,MyLa,Up,GO:0002700,regulation of production of molecular mediator of immune response
GO:0005975,carbohydrate metabolic process,411,0.3467440841280147,1.392942777382923,0.0020301211764359615,0.04790731370069841,0.04099435682869768,2176,"tags=23%, list=15%, signal=20%",7157/3098/1312/8702/5366/32/3074/5106/10007/10776/669/6515/2026/8372/9695/54414/55276/64847/3667/468/5581/2542/2530/57103/89801/11182/7903/2308/5321/2632/219/27090/2683/2548/9526/2710/2585/23178/6652/64223/92579/89/6888/9761/9446/55277/4351/23411/150094/7040/3091/84750/83667/80162/55556/4123/2997/4668/26229/6489/7841/7165/11285/6774/2582/195827/100131187/5165/7124/5238/9245/3418/84649/51341/3953/200186/5236/51548/4247/10314/5209/4125/5465/2595/5223/55790/5071/3099/54187/10295/51738/54344/6120,MyLa,Up,GO:0005975,carbohydrate metabolic process
GO:0007340,acrosome reaction,17,0.767021359098664,1.9817125847764185,1.2768573479123477e-4,0.010000198707417864,0.008557184331623103,1074,"tags=35%, list=7%, signal=33%",2054/8372/2683/109/11057/7784,MyLa,Up,GO:0007340,acrosome reaction
GO:0010821,regulation of mitochondrion organization,126,0.45747024539216385,1.6684516124351458,1.7528992659033722e-4,0.01180492662373564,0.01010149258990819,3141,"tags=37%, list=21%, signal=30%",7157/5366/581/10449/5468/2017/51499/57103/10105/201164/599/4000/706/2876/64423/23770/598/93974/80821/27113/10273/3091/192111/27166/54832/27429/1459/7416/6790/56947/5071/8743/6742/10928/10059/8878/2395/5910/400916/10075/79594/637/10456/207/572/11315/5898,MyLa,Up,GO:0010821,regulation of mitochondrion organization
GO:0014819,regulation of skeletal muscle contraction,12,0.8277246115767175,1.9688573966179568,4.8991225067555066e-5,0.005454909691976516,0.004667774022527725,942,"tags=33%, list=6%, signal=31%",1756/3164/89/9446,MyLa,Up,GO:0014819,regulation of skeletal muscle contraction
GO:0018108,peptidyl-tyrosine phosphorylation,182,0.4278792535062146,1.6231609978866801,1.891282055128337e-4,0.012313841236040401,0.01053697155127303,1885,"tags=23%, list=13%, signal=20%",9021/7157/5008/941/960/64092/4739/3600/1741/3718/2039/7535/10006/5581/3976/3578/90/58533/5618/10507/5753/64223/3569/8651/30844/9961/9094/5781/3596/948/7040/57732/8764/2241/8784/868/22876/5168/2264/7124/149233/3567,MyLa,Up,GO:0018108,peptidyl-tyrosine phosphorylation
GO:0019221,cytokine-mediated signaling pathway,350,0.4207381920326171,1.6771399028097844,6.376721386641739e-7,3.4459802373411954e-4,2.948730215949175e-4,2457,"tags=28%, list=17%, signal=24%",7297/6776/7157/5008/960/3587/8718/8519/3600/10581/3718/7293/149951/5295/6777/5468/90268/1435/142678/400935/5355/340061/3559/3601/3667/7805/28512/64332/7357/355/103/54502/6654/9173/5618/3554/3575/8809/841/4486/3569/8651/6091/3552/3566/5781/2921/1907/23411/401397/64135/3624/84522/3091/3663/10148/8764/2859/8792/2241/57007/6586/10010/8784/2826/6775/6778/114769/6774/837/10413/9447/59307/3656/7124/4939/3595/54726/149233/3953/3567/11240/3556/330/90933/6348/5071/7804/8807/1235/8638/3557/1984/6772/6367/5034/7128/7185/3627,MyLa,Up,GO:0019221,cytokine-mediated signaling pathway
GO:0019226,transmission of nerve impulse,36,0.6495040890011552,1.978756730614558,7.93112200933561e-5,0.007143297223074939,0.006112529646844094,2889,"tags=50%, list=19%, signal=40%",1890/11280/288/146183/3751/4915/26047/2859/4897/8506/5025/5023/51738/4882/57731/1901/2332/6324,MyLa,Up,GO:0019226,transmission of nerve impulse
GO:0022407,regulation of cell-cell adhesion,366,0.4349262531679078,1.740624339235336,1.6124596115167696e-8,5.732538377289631e-5,4.905341285487037e-5,2407,"tags=31%, list=16%, signal=27%",57045/7297/942/1604/201633/5607/55824/11117/941/960/5578/3600/3718/8013/604/1803/648/6777/29126/54440/8728/7535/6522/7292/29851/2113/8631/3559/64926/7805/959/3111/4092/64332/288/6504/3958/7480/84830/10125/9840/6693/3575/2651/57178/64844/9223/3569/26154/1326/10892/8651/53827/3552/928/80381/3566/3956/5781/1493/4301/9308/4651/7784/3120/7040/101/11148/84433/3115/55714/8379/10148/8764/5914/399/975/999/868/10211/64410/4155/81542/6541/84034/961/7124/11151/149233/2650/5465/80380/83706/7494/80149/5747/80139/91663/3707/79414/6385/8440/5074/3112/9750/135/6604/80762/50848/9231/3557/2529/567/3329,MyLa,Up,GO:0022407,regulation of cell-cell adhesion
GO:0030217,T cell differentiation,255,0.39690533228833175,1.5513240220960838,1.5331503014525476e-4,0.010759927570194243,0.00920728540571571,2634,"tags=31%, list=18%, signal=26%",9021/942/7157/941/10538/1021/1880/3600/3718/604/5295/648/6777/54440/7535/6522/7292/3559/10945/5293/3111/1386/4092/64332/7480/914/6654/917/10125/9840/6693/3575/57178/8809/915/3569/10892/8651/3552/814/3566/1493/9308/639/7040/101/84433/925/27166/5914/399/2841/6775/6778/6774/64410/4297/2175/3726/3662/149233/3953/7494/80149/3707/6604/64919/5734/1235/2529/5316/567/652/3702/1540/387357/64218/301/51561,MyLa,Up,GO:0030217,T cell differentiation
GO:0032787,monocarboxylic acid metabolic process,435,0.3817900992013665,1.5372837922228506,2.649234652880295e-5,0.003228526204286862,0.0027626544889618188,2006,"tags=22%, list=14%, signal=20%",80270/9663/157506/7157/3098/1312/241/32/254552/10449/3074/5106/10090/8013/215/35/669/4259/5468/2026/6916/2184/2593/3667/150763/5581/58526/51390/134429/57103/11182/5321/84830/8942/549/3995/113189/1544/55301/84879/5743/5826/242/2876/6652/9536/64223/1545/26031/89/6785/25953/205251/10196/9415/11057/1907/2108/390916/23411/948/2571/10999/114880/3091/83667/37/1109/1384/117145/56922/51495/5264/6774/64410/11332/3712/1268/224/195827/25902/2264/7416/5165/1622/3418/51341/91452/1376/5236/51548/5564/5465/5223/7494/171586/84696,MyLa,Up,GO:0032787,monocarboxylic acid metabolic process
GO:0006935,chemotaxis,291,0.3948769657068363,1.5630237143536545,1.0077855547671237e-4,0.008490238687287046,0.007265109383546688,3188,"tags=33%, list=22%, signal=27%",80270/57509/1890/4739/391/1880/1803/1435/10584/5355/5142/51157/3164/5293/3315/4088/5479/6504/123920/3958/23396/57118/6693/10507/5604/10488/3569/6558/23767/6091/1826/79647/7130/2921/1907/4046/196527/7040/101/57449/5880/64221/2247/8792/2241/57007/6586/2841/2826/3265/5168/5288/4858/6810/11151/10505/3603/23521/5025/6729/11240/51119/6223/10509/6348/5747/3897/9750/6259/682/1130/1235/6367/1901/3627/652/10928/5154/10059/64218/4363/301/51561/7857/5228/7423/3071/6809/3685/7412/5473/80024/5898/4814/5156/1845/54910,MyLa,Up,GO:0042330,taxis
GO:0042391,regulation of membrane potential,263,0.407772264934731,1.6001083480953144,1.0660608756381155e-4,0.0087287772302248115,0.00746922715578667,3123,"tags=33%, list=21%, signal=27%",1756/274/5366/5774/581/5575/215/11280/22871/6548/801/23415/4092/288/10105/2745/287/482/706/781/10060/1137/598/205251/388591/93974/776/3751/4915/10399/131096/948/3799/9177/2859/2906/27166/4897/64208/10550/3783/8506/4297/1268/7124/2550/63895/56660/6262/8898/5025/2905/5071/7341/1738/23316/5023/9699/51738/480/135/10021/4734/4882/83959/2273/10935/84275/57555/23613/9498/8645/2332/7415/5590/18/400916/79594/6324/637/112755/2769/207/7531/488/80024/572/11315,MyLa,Up,GO:0042391,regulation of membrane potential
GO:0046631,alpha-beta T cell activation,155,0.5279362416552998,1.9755755493550593,2.1215908132085977e-8,5.732538377289631e-5,4.905341285487037e-5,2634,"tags=39%, list=18%, signal=32%",57045/7297/9021/942/1604/941/10538/1880/3600/30968/3718/604/29126/54440/7535/6522/7292/3559/64926/1386/4092/64332/917/6693/8809/915/3569/10892/8651/3566/9308/639/84433/10148/8764/5914/2841/975/6775/919/6778/868/6774/64410/4297/3726/3662/149233/80149/3707/135/80762/64919/5734/2529/28638/3702/64218/301/51561,MyLa,Up,GO:0046631,alpha-beta T cell activation
GO:0048565,digestive tract development,76,0.48425737121984536,1.662410578378307,0.0013095718686928683,0.03764322541710777,0.03221136180945,2257,"tags=30%, list=15%, signal=26%",6522/57103/4088/429/64220/1373/5753/1281/388389/2627/1026/639/5310/3091/5925/93/3398/10413/6293/7124/60485/286451/4882,MyLa,Up,GO:0048565,digestive tract development
GO:0050727,regulation of inflammatory response,253,0.4067927676578882,1.5882480612358996,6.560920931257194e-5,0.006586847549284613,0.005636374865403269,2634,"tags=29%, list=18%, signal=24%",9021/5008/3587/241/23208/5603/3600/84699/22861/5733/604/6777/5468/90268/197358/7292/58189/2113/340061/3559/79671/51284/64332/4088/10318/9173/6693/3554/5743/2876/9536/3569/7130/3956/55450/145581/3596/7784/7040/101/5045/8792/5925/975/114769/4258/6774/837/1268/2175/9447/613/961/7124/3603/5465/330/6223/6348/51738/135/80762/79651/5734/2529/55872/197/7128/1540/2678/4363/301/51561,MyLa,Up,GO:0050727,regulation of inflammatory response
GO:0051284,positive regulation of sequestering of calcium ion,11,0.7679931054353348,1.7667575869305263,0.0013782478437553605,0.03839201725594829,0.0328521040565236,1847,"tags=55%, list=12%, signal=48%",801/205251/1193/9446/5311/6262,MyLa,Up,GO:0051284,positive regulation of sequestering of calcium ion
GO:0051606,detection of stimulus,120,0.4417959209281534,1.6080030214277172,0.001229159951313266,0.03609989335270049,0.03089073035537287,2547,"tags=30%, list=17%, signal=25%",1312/11280/801/3164/1386/7096/25861/706/5058/63982/7273/6785/5330/9094/57115/117531/5310/23643/10413/58473/64108/5311/9600/7124/6094/51761/1472/63895/6262/5747/51109/2793/84314/778/949/10333,MyLa,Up,GO:0051606,detection of stimulus
GO:0052548,regulation of endopeptidase activity,197,0.43363457398876754,1.6643318653814276,6.70386038509722e-5,0.006586847549284613,0.005636374865403269,3384,"tags=40%, list=23%, signal=31%",5607/274/960/5366/581/64065/22861/2810/51065/5468/80196/6195/7805/51499/55011/4088/317/355/112399/6695/5720/841/2876/10892/1611/6091/10049/27113/489/10399/23411/26999/9806/5045/27166/10550/114769/83464/27429/6774/4155/23204/9447/7124/1472/330/10395/8743/1992/843/5978/3336/197/3329/55081/64170/7079/7415/55031/23787/331/1944/831/79594/80759/3428/637/207/2149/572/11315/871/8434/10542/6478/6188/23400/130399,MyLa,Up,GO:0052548,regulation of endopeptidase activity
GO:0070663,regulation of leukocyte proliferation,200,0.4761031168257338,1.8262134016749156,2.985925962618646e-7,2.226923132684992e-4,1.9055813085599692e-4,2200,"tags=30%, list=15%, signal=25%",57045/7297/942/1604/941/1880/3600/7293/604/648/6777/29126/54440/1435/7535/6522/684/7292/3559/64926/4773/959/51237/933/6504/3958/6654/5618/6693/64844/3569/598/3552/80381/1026/1493/3596/7784/11148/5880/84433/3115/8379/10148/8764/975/6778/868/5585/6541/11151/149233/3567/80380/5747/6385/8440/5074/80762,MyLa,Up,GO:0070663,regulation of leukocyte proliferation
GO:0097696,receptor signaling pathway via STAT,113,0.5182237994483396,1.8731056623159374,4.994914417548216e-6,0.0010381737504780984,8.883667626028061e-4,1885,"tags=31%, list=13%, signal=27%",7297/9021/6776/5008/3587/1647/3600/3718/6777/5468/801/3601/3976/57599/3578/5618/3575/5753/1545/3569/8651/3596/5310/7040/2241/8784/6775/6778/6774/22876/4249/5311/7124/149233/3567,MyLa,Up,GO:0097696,receptor signaling pathway via STAT
GO:1901616,organic hydroxy compound catabolic process,24,0.6467191775859198,1.8156922329298826,0.0011426612471722363,0.03455461197997374,0.029568430875379765,716,"tags=29%, list=5%, signal=28%",1312/4128/2184/219/2710/6652/79644,MyLa,Up,GO:1901616,organic hydroxy compound catabolic process
GO:1902307,positive regulation of sodium ion transmembrane transport,11,0.8113838575295056,1.8665774159399844,2.3939556202082972e-4,0.013910684055489933,0.011903392234946292,573,"tags=55%, list=4%, signal=52%",1756/54997/11261/6548/288/482,MyLa,Up,GO:1902307,positive regulation of sodium ion transmembrane transport
GO:1903530,regulation of secretion by cell,386,0.36945867426494344,1.4849399306609528,2.9556692687271224e-4,0.01597243672820137,0.013667636944756052,3153,"tags=31%, list=21%, signal=25%",80223/8573/5008/1731/84876/23208/6860/5106/26056/3708/22871/5468/2746/8372/29091/192683/79772/55691/3667/5581/3976/2308/5321/5481/9381/84830/706/55784/23178/9536/1137/3569/9545/6558/7273/10765/26154/25953/55638/10961/9854/3552/3566/5781/43/3596/4735/7784/7040/3624/101/5880/84522/3091/51092/3684/5217/286676/4756/2771/64215/8792/25837/10815/3783/93664/2864/283/1268/613/9846/56848/7124/6810/2550/399687/51548/5025/201475/5715/5071/6853/6385/5023/9699/51738/135/23011/79651/9367/9463/27183/5978/9501/57555/8111/9498/10972/10059/301/169026/3134/5868/2332/5910/23332/18/3071/112755/2149/488/945/80024/3916/572/322/5898/114897/64285,MyLa,Up,GO:1903530,regulation of secretion by cell
GO:2001234,negative regulation of apoptotic signaling pathway,187,0.45121081318969036,1.7207611779120409,1.9462999509022346e-5,0.002504239270160875,0.0021428811238880996,1876,"tags=27%, list=13%, signal=24%",5607/960/55179/581/10449/51616/648/64114/2017/80196/468/3315/51499/2907/55011/10525/10105/3958/55437/90/599/4000/1495/5743/64844/2876/8837/10488/598/3552/25946/10399/23411/50484/3301/3091/54929/23017/2771/57007/27166/5925/7178/27429/10413/1459/4193/7124/10131/4582/8682,MyLa,Up,GO:2001234,negative regulation of apoptotic signaling pathway
GO:0001501,skeletal system development,363,0.3790298166940886,1.6526646171588577,2.610058227470722e-6,4.029929903214795e-4,3.3157551737853625e-4,3508,"tags=38%, list=24%, signal=30%",25987/7157/861/22856/23314/1298/4921/55870/4192/3074/3988/302/81029/171023/9215/7353/650/29123/4208/8817/3217/2263/5364/8626/2778/6474/4773/54903/4664/7291/3073/5125/2260/4856/145258/53834/4041/56034/1281/57326/6715/2296/10655/3636/3340/1499/6495/7703/54928/55790/7289/3953/25836/5308/9968/7227/657/63923/5734/3219/1739/2121/8692/2131/27086/3198/139285/10265/10859/83452/59338/3227/6899/5075/5925/51222/79925/6926/875/4088/80263/55959/93/7020/10370/4781/537/3216/23552/4488/3212/102724560/4853/202018/5744/5915/28982/56603/3226/56243/860/4325/63827/3218/4086/399979/3975/2261/8879/26160/64175/3207/659/3202/389058/3200/9060/79705/54206/7076/55636/2138/10468/1310/2355/5307/2247/3224/7763/7048/4209/64131/652/4665/2822/6662/7067/124565,SeAx,Up,GO:0001501,skeletal system development
GO:0001654,eye development,247,0.3970367160519658,1.6808042166975885,8.15809495617514e-6,8.47814329676355e-4,6.97566661839753e-4,3464,"tags=37%, list=23%, signal=29%",7111/25987/6659/596/50937/4851/23322/22882/639/81029/9215/90780/493/10765/6496/5076/9314/11145/7291/261734/1545/6498/4041/49855/2296/6015/148398/10253/6656/1499/7289/56917/25836/5089/4669/5308/4212/5954/55714/2048/1739/4211/9355/5309/4124/57822/4088/93/7020/10370/220/4781/23552/4853/23424/6096/5915/84879/3066/23094/5316/3280/8842/6101/1813/3975/121643/26160/659/144165/388552/23554/23418/6909/1027/2823/4286/147912/10818/130557/55636/221322/120114/2247/128637/5797/7048/182/10252/652/6662/200734,SeAx,Up,GO:0001654,eye development
GO:0001763,morphogenesis of a branching structure,128,0.5129485200199435,2.0170107425478463,8.143263850096763e-8,3.14329984613735e-5,2.586251616752536e-5,3670,"tags=51%, list=25%, signal=39%",3845/596/4851/1522/4192/639/650/25/10765/4233/780/3217/5076/2263/57142/8626/6474/54903/55366/3082/5727/2260/4204/4041/1435/10253/1499/6495/1739/2131/59277/9231/6926/2297/4488/7080/7849/8914/9955/170690/1813/3975/5311/3207/9620/3202/5154/6909/90/367/10818/2138/3169/9175/2247/1512/10116/7048/10252/652/23129/6662/64783/5087/4323,SeAx,Up,GO:0001763,morphogenesis of a branching structure
GO:0002347,response to tumor cell,34,0.5895657475303437,1.8688847747919772,7.43934349964958e-4,0.01478022510003909,0.012160908259489097,540,"tags=29%, list=4%, signal=28%",7805/3105/4851/3592/3123/1612/10666/3140/9314/27303,SeAx,Up,GO:0002347,response to tumor cell
GO:0002396,MHC protein complex assembly,18,0.6907437342889821,1.856110898831832,6.390671734704191e-4,0.013704440497754542,0.01127577168228509,789,"tags=39%, list=5%, signal=37%",3105/3123/3117/55080/3119/3127/567,SeAx,Up,GO:0002501,peptide antigen assembly with MHC protein complex
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,29,0.6583485732956413,2.0158367519003333,6.217626496365857e-5,0.0029795236123231674,0.0024514994231277145,2573,"tags=55%, list=17%, signal=46%",1515/7057/3123/3117/3119/1520/8722/3127/567/1509/5641/29108/1514/81622/55207/3115,SeAx,Up,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
