ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,module
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,30/1068,72/12061,0.4166666666666667,4.705446317103621,9.829161257170774,7.566189564196517e-14,2.379691416116001e-10,1.8176779620776433e-10,PLXNB2/ROBO1/DSG4/CDHR3/NECTIN4/NECTIN2/PCDHB9/PCDHB10/CLSTN3/PALLD/PCDHGA6/PECAM1/PCDHGA10/FAT4/PCDH10/CADM2/CELSR1/AMIGO1/ROBO2/PCDH18/PCDHB14/PCDH7/FAT3/HMCN1/DSC3/PCDHB7/PCDHB11/RET/PCDHGA1/CELSR3,30,Module 1
GO:0072001,renal system development,56/1068,218/12061,0.25688073394495414,2.9009724083427826,8.828244687881716,1.2241588490041327e-13,2.379691416116001e-10,1.8176779620776433e-10,BASP1/SMAD3/ACVR2B/PRDM1/TGFBR1/LZTS2/BCL2/HOXB7/PODXL/DLG5/SMAD6/HES1/DYNC2H1/BMP4/ADAMTS16/PROM1/CD24/SIX1/POU3F3/ERBB4/DDC/LGR4/HS3ST3A1/PECAM1/LHX1/EGR1/SPRY1/BMP2/HPGD/HOXC11/NOTCH1/WFS1/FGFR2/PAX2/NID1/PCSK5/ADAMTS1/MAGI2/SMAD1/ROBO2/SULF2/GFRA1/EPHA4/CYP26B1/RARB/ANGPT1/ITGA8/LRP4/EYA1/SOX9/COL4A3/FOXF1/PROX1/VANGL2/RET/LAMA5,56,Module 1
GO:0007389,pattern specification process,70/1068,313/12061,0.22364217252396165,2.525606968924627,8.523815289211848,1.8230999106002945e-13,2.379691416116001e-10,1.8176779620776433e-10,TP53/BASP1/MKS1/SMAD3/ACVR2B/CHSY1/TGFBR1/HOXB7/GAS8/RNF207/PCGF2/ROBO1/SMARCD3/BTG2/HOXA6/HOXA5/SMAD6/HOXC10/HES1/DYNC2H1/HOXA3/BMP4/TBX2/MEIS3/TLL2/HHEX/EGR2/CLUAP1/SIX1/ERBB4/TBX1/NR2F2/LHX1/SPRY1/BMP2/HOXC11/DNAAF4/NKX2-1/NOTCH1/ADGRG1/TULP3/DISP1/LFNG/MID1/IFT172/SIX3/FGFR2/PAX2/PCSK5/GSC/DMRT2/SOX1/PITX2/TBX3/SMAD1/ROBO2/CYP26B1/HEY2/PCSK6/LRP4/EYA1/FOXA1/DNAI1/DZIP1L/HES4/FOXF1/VANGL2/DNAI2/CFAP53/LAMA5,70,Module 1
GO:0001822,kidney development,55/1068,214/12061,0.2570093457943925,2.902424831110644,8.752081729643173,1.9905407077507331e-13,2.379691416116001e-10,1.8176779620776433e-10,BASP1/SMAD3/ACVR2B/PRDM1/TGFBR1/LZTS2/BCL2/HOXB7/PODXL/DLG5/SMAD6/HES1/DYNC2H1/BMP4/ADAMTS16/PROM1/CD24/SIX1/POU3F3/ERBB4/DDC/LGR4/HS3ST3A1/PECAM1/LHX1/EGR1/SPRY1/BMP2/HPGD/HOXC11/NOTCH1/WFS1/FGFR2/PAX2/NID1/PCSK5/ADAMTS1/MAGI2/SMAD1/ROBO2/SULF2/GFRA1/EPHA4/CYP26B1/RARB/ANGPT1/ITGA8/LRP4/EYA1/SOX9/COL4A3/PROX1/VANGL2/RET/LAMA5,55,Module 1
GO:0003002,regionalization,65/1068,285/12061,0.22807017543859648,2.575612720940929,8.390235989489167,5.295805182051666e-13,5.064908076114213e-10,3.868725048783007e-10,TP53/BASP1/MKS1/SMAD3/ACVR2B/CHSY1/TGFBR1/HOXB7/GAS8/RNF207/PCGF2/ROBO1/SMARCD3/BTG2/HOXA6/HOXA5/SMAD6/HOXC10/HES1/DYNC2H1/HOXA3/BMP4/TBX2/TLL2/HHEX/EGR2/CLUAP1/SIX1/TBX1/NR2F2/LHX1/SPRY1/BMP2/HOXC11/DNAAF4/NKX2-1/NOTCH1/ADGRG1/TULP3/DISP1/LFNG/IFT172/SIX3/FGFR2/PAX2/PCSK5/GSC/DMRT2/SOX1/PITX2/TBX3/ROBO2/CYP26B1/HEY2/PCSK6/LRP4/FOXA1/DNAI1/DZIP1L/HES4/FOXF1/VANGL2/DNAI2/CFAP53/LAMA5,65,Module 1
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,41/1068,135/12061,0.3037037037037037,3.4297475377999724,8.848747419955194,6.861689045477399e-13,5.468766169245487e-10,4.1772036820713294e-10,PLXNB2/ADGRL1/ROBO1/FLRT3/IL1RAP/DSG4/CDHR3/NECTIN4/NECTIN2/TENM1/PCDHB9/PCDHB10/PTPRF/ITGAL/CLSTN3/PALLD/PCDHGA6/PECAM1/BMP2/PCDHGA10/KLF4/FAT4/PCDH10/CADM2/CELSR1/AMIGO1/ROBO2/PCDH18/PCDHB14/ADGRL3/CRB1/PCDH7/FAT3/HMCN1/DSC3/PCDHB7/CBLN1/PCDHB11/RET/PCDHGA1/CELSR3,41,Module 1
GO:0048729,tissue morphogenesis,80/1068,415/12061,0.1927710843373494,2.176977573214205,7.605101407418088,1.3162494554391205e-11,8.924766017064467e-9,6.816997530038897e-9,PLXNB2/MDM2/LUZP1/MKS1/CSF1/SMAD3/TGFBR1/LZTS2/BCL2/HOXB7/PODXL/RNF207/FZD3/ARHGAP12/COL3A1/KDM5B/FOXP1/ROBO1/FLRT3/CXCL10/DLG5/HOXA5/JHY/HES1/BMP4/TBX2/BRSK2/ADAMTS16/RIPK4/RHOB/TMEFF2/DDR1/CLUAP1/SIX1/SPRY2/FZD1/ERBB4/NTN1/TBX1/LGR4/HS3ST3A1/MMP14/LHX1/PHLDB2/SPRY1/BMP2/NKX2-1/NOTCH1/TULP3/ASTN2/TWIST1/SHOX2/IFT172/SIX3/KLF4/FGFR2/PAX2/NTN4/CYP7B1/CELSR1/ALDH1A3/TBX3/SMAD1/CTHRC1/ROBO2/MYLK/EPHA4/HEY2/ITGA8/EYA1/TLX2/FOXA1/SOX9/ARTN/FOXF1/PROX1/ITGB5/VANGL2/RET/LAMA5,80,Module 1
GO:0072073,kidney epithelium development,32/1068,96/12061,0.3333333333333333,3.7643570536828963,8.475680332748938,1.4930599777606803e-11,8.924766017064467e-9,6.816997530038897e-9,BASP1/SMAD3/LZTS2/BCL2/HOXB7/PODXL/SMAD6/HES1/BMP4/ADAMTS16/PROM1/CD24/SIX1/POU3F3/LGR4/HS3ST3A1/PECAM1/LHX1/SPRY1/BMP2/NOTCH1/FGFR2/PAX2/MAGI2/SMAD1/ROBO2/EPHA4/RARB/EYA1/SOX9/RET/LAMA5,32,Module 1
GO:0001657,ureteric bud development,24/1068,63/12061,0.38095238095238093,4.302122347066167,8.19049543266695,2.260446575374142e-10,1.201050613715461e-7,9.173976159705582e-8,BASP1/SMAD3/LZTS2/BCL2/HOXB7/SMAD6/HES1/BMP4/ADAMTS16/SIX1/LGR4/HS3ST3A1/LHX1/SPRY1/BMP2/FGFR2/PAX2/SMAD1/ROBO2/RARB/EYA1/SOX9/RET/LAMA5,24,Module 1
GO:0072163,mesonephric epithelium development,24/1068,64/12061,0.375,4.234901685393258,8.087530099981242,3.316599272389452e-10,1.4418161564151239e-07,1.1013013851857801e-7,BASP1/SMAD3/LZTS2/BCL2/HOXB7/SMAD6/HES1/BMP4/ADAMTS16/SIX1/LGR4/HS3ST3A1/LHX1/SPRY1/BMP2/FGFR2/PAX2/SMAD1/ROBO2/RARB/EYA1/SOX9/RET/LAMA5,24,Module 1
GO:0072164,mesonephric tubule development,24/1068,64/12061,0.375,4.234901685393258,8.087530099981242,3.316599272389452e-10,1.4418161564151239e-07,1.1013013851857801e-7,BASP1/SMAD3/LZTS2/BCL2/HOXB7/SMAD6/HES1/BMP4/ADAMTS16/SIX1/LGR4/HS3ST3A1/LHX1/SPRY1/BMP2/FGFR2/PAX2/SMAD1/ROBO2/RARB/EYA1/SOX9/RET/LAMA5,24,Module 1
GO:0060562,epithelial tube morphogenesis,52/1068,235/12061,0.22127659574468084,2.498892342019284,7.232469332811291,3.770985038163009e-10,1.5027375377079592e-7,1.1478349195110214e-7,PLXNB2/LUZP1/MKS1/CSF1/SMAD3/LZTS2/BCL2/HOXB7/PODXL/RNF207/FZD3/KDM5B/FOXP1/CXCL10/DLG5/HOXA5/HES1/BMP4/TBX2/ADAMTS16/RHOB/DDR1/CLUAP1/SIX1/SPRY2/FZD1/NTN1/LGR4/HS3ST3A1/MMP14/LHX1/SPRY1/BMP2/NKX2-1/NOTCH1/TULP3/TWIST1/IFT172/FGFR2/PAX2/CELSR1/TBX3/CTHRC1/EPHA4/EYA1/FOXA1/SOX9/FOXF1/PROX1/VANGL2/RET/LAMA5,52,Module 1
GO:0090596,sensory organ morphogenesis,43/1068,175/12061,0.24571428571428572,2.7748689138576776,7.371716258319969,4.1060092412553717e-10,1.510379707052553e-7,1.153672232158392e-7,LRIG1/PRDM1/BCL2/ZHX2/FZD3/HOXA1/BCR/LARGE1/BMP4/TBX2/PROM1/PDZD7/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/PITX3/LHX1/TSKU/NOTCH1/TWIST1/IFT172/SIX3/SAMD11/FGFR2/PAX2/GSC/SOX1/PITX2/ALDH1A3/TBX3/CTHRC1/CYP26B1/RARB/ITGA8/CRB1/FAT3/EYA1/SOX9/SLC1A1/PROX1,43,Module 1
GO:0043583,ear development,37/1068,138/12061,0.26811594202898553,3.0278524127449384,7.467655612961476,4.984650163575546e-10,1.5534922556149747e-7,1.1866028587430854e-7,LRIG1/MKS1/BCL2/FZD3/HOXA1/BCR/HES1/BMP4/TBX2/CEBPA/PDZD7/DDR1/MAPKAPK2/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/BMP2/TSKU/NOTCH1/TWIST1/FGFR2/PAX2/GSC/ALDH1A3/TBX3/CTHRC1/EPHA4/HEY2/ITGA8/GABRB2/EYA1/SOX9/PROX1/MCOLN3,37,Module 1
GO:0048562,embryonic organ morphogenesis,46/1068,196/12061,0.23469387755102042,2.650414660246121,7.2608656906995845,5.171241631408158e-10,1.5534922556149747e-7,1.1866028587430854e-7,LRIG1/ID2/SMAD3/TGFBR1/HOXB7/RNF207/FZD3/PCGF2/HOXA1/BCR/HOXA5/HES1/HOXA3/BMP4/TBX2/NDST1/PDZD7/CLUAP1/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/MMP14/LHX1/HOXC11/NOTCH1/TULP3/TWIST1/SHOX2/IFT172/SIX3/FGFR2/PAX2/GSC/ALDH1A3/TBX3/CTHRC1/RARB/ITGA8/EYA1/SOX9/FOXF1/PROX1/VANGL2,46,Module 1
GO:0072006,nephron development,30/1068,97/12061,0.30927835051546393,3.4927024209428934,7.682795382707542,5.197799265963947e-10,1.5534922556149747e-7,1.1866028587430854e-7,BASP1/LZTS2/BCL2/HOXB7/PODXL/HES1/BMP4/ADAMTS16/PROM1/CD24/SIX1/POU3F3/ERBB4/LGR4/HS3ST3A1/PECAM1/LHX1/EGR1/BMP2/NOTCH1/PAX2/NID1/MAGI2/SULF2/ANGPT1/EYA1/SOX9/COL4A3/RET/LAMA5,30,Module 1
GO:0048754,branching morphogenesis of an epithelial tube,30/1068,98/12061,0.30612244897959184,3.4570626003210276,7.612203224065785,6.867005038277478e-10,1.8459720481311774e-7,1.4100074857503324e-7,MKS1/CSF1/BCL2/HOXB7/KDM5B/DLG5/HOXA5/BMP4/TBX2/ADAMTS16/DDR1/SIX1/SPRY2/LGR4/HS3ST3A1/MMP14/LHX1/SPRY1/BMP2/NKX2-1/NOTCH1/FGFR2/PAX2/CELSR1/TBX3/EYA1/FOXA1/SOX9/FOXF1/LAMA5,30,Module 1
GO:0001823,mesonephros development,24/1068,66/12061,0.36363636363636365,4.106571331290432,7.887771806559715,6.948451875023252e-10,1.8459720481311774e-7,1.4100074857503324e-7,BASP1/SMAD3/LZTS2/BCL2/HOXB7/SMAD6/HES1/BMP4/ADAMTS16/SIX1/LGR4/HS3ST3A1/LHX1/SPRY1/BMP2/FGFR2/PAX2/SMAD1/ROBO2/RARB/EYA1/SOX9/RET/LAMA5,24,Module 1
GO:0002009,morphogenesis of an epithelium,66/1068,344/12061,0.19186046511627908,2.166693885550039,6.842725122348197,1.0686679928946715e-9,2.6896686010643784e-7,2.054447609609147e-7,PLXNB2/LUZP1/MKS1/CSF1/SMAD3/LZTS2/BCL2/HOXB7/PODXL/RNF207/FZD3/ARHGAP12/KDM5B/FOXP1/FLRT3/CXCL10/DLG5/HOXA5/JHY/HES1/BMP4/TBX2/BRSK2/ADAMTS16/RIPK4/RHOB/TMEFF2/DDR1/CLUAP1/SIX1/SPRY2/FZD1/ERBB4/NTN1/LGR4/HS3ST3A1/MMP14/LHX1/PHLDB2/SPRY1/BMP2/NKX2-1/NOTCH1/TULP3/ASTN2/TWIST1/IFT172/KLF4/FGFR2/PAX2/NTN4/CYP7B1/CELSR1/ALDH1A3/TBX3/CTHRC1/EPHA4/EYA1/FOXA1/SOX9/FOXF1/PROX1/ITGB5/VANGL2/RET/LAMA5,66,Module 1
GO:0007416,synapse assembly,34/1068,124/12061,0.27419354838709675,3.0964872538359307,7.314028330939234,1.3247647411156651e-9,3.1675124960075553e-7,2.419438764037557e-7,PLXNB2/ADD2/FLRT3/IL1RAP/DLG5/LARGE1/NTRK1/PCDHB9/PCDHB10/CLSTN3/APP/SIX1/EPHB2/PLXNB1/FZD1/ERBB4/NTN1/SRGAP2/FARP1/CBLN2/PTPN13/NLGN3/AMIGO1/ROBO2/PCDHB14/ADGRL3/LRP4/GABRB2/SNCA/CBLN1/NRXN1/PCDHB11/NLGN2/SRGAP2C,34,Module 1
GO:0032835,glomerulus development,19/1068,44/12061,0.4318181818181818,4.876553455907389,8.029255002912503,1.3985505368973504e-9,3.1846993654491096e-7,2.432566598011933e-7,BASP1/BCL2/PODXL/HES1/BMP4/PROM1/CD24/LGR4/PECAM1/LHX1/EGR1/NOTCH1/PAX2/NID1/MAGI2/SULF2/ANGPT1/COL4A3/RET,19,Module 1
GO:0048839,inner ear development,33/1068,119/12061,0.2773109243697479,3.1316920026437542,7.283842886288302,1.6862227414968286e-9,3.53105961508725e-7,2.697126695360399e-7,LRIG1/MKS1/FZD3/HOXA1/BCR/HES1/BMP4/TBX2/CEBPA/PDZD7/MAPKAPK2/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/BMP2/TSKU/NOTCH1/FGFR2/PAX2/ALDH1A3/TBX3/CTHRC1/EPHA4/HEY2/ITGA8/GABRB2/EYA1/SOX9/PROX1/MCOLN3,33,Module 1
GO:0001501,skeletal system development,68/1068,363/12061,0.18732782369146006,2.1155064433920407,6.72621512805675,1.6983348211419229e-9,3.53105961508725e-7,2.697126695360399e-7,HEXB/ANKRD11/TP53/NFATC2/COL9A2/MKS1/SMAD3/ACVR2B/CHSY1/TGFBR1/HOXB7/RUNX1/PCGF2/HOXA1/COL3A1/FOXP1/SOX5/LARGE1/HOXA6/HOXA5/PLEKHA1/HOXC10/LOC102724560/FGFR3/HOXA3/BMP4/CBS/TRIM45/NDST1/LILRB1/RYR1/SIX1/PLXNB1/TBX1/MMP14/LHX1/BMP2/TNN/HOXC11/TSKU/TULP3/TWIST1/SHOX2/IFT172/FGFR2/PCSK5/CCN3/GSC/PDGFC/DMRT2/PITX2/PAX1/TBX3/SMAD1/SULF2/CYP26B1/RARB/BCAN/LRRK1/EYA1/PITX1/PAPSS2/SOX9/BBS1/ANXA2/NAB1/SRD5A1/LAMA5,68,Module 1
GO:0048568,embryonic organ development,61/1068,312/12061,0.1955128205128205,2.207940194948622,6.737882672510806,2.1771969085638118e-9,4.338064840313395e-7,3.313540909086153e-7,TP53/LRIG1/ID2/MKS1/SMAD3/PRDM1/TGFBR1/HOXB7/RNF207/FZD3/PCGF2/HOXA1/BCR/HOXA5/HES1/HOXA3/BMP4/TBX2/CEBPA/NDST1/CXCL8/PDZD7/CLUAP1/SIX1/EPHB2/GATA2/SPRY2/KRT8/NTN1/TBX1/NR2F2/MMP14/LHX1/HOXC11/NOTCH1/TULP3/TWIST1/SHOX2/IFT172/E2F7/SIX3/FGFR2/PAX2/PCSK5/GSC/TEAD1/TPO/PITX2/IGF2/ALDH1A3/TBX3/CTHRC1/RARB/HEY2/ITGA8/EYA1/SOX9/FOXF1/PROX1/VANGL2/JUNB,61,Module 1
GO:0048514,blood vessel morphogenesis,78/1068,444/12061,0.17567567567567569,1.983917906670716,6.584222843237444,2.32486532381695e-9,4.447002391397062e-7,3.3967505994293963e-7,TYMP/GADD45A/HSPB1/PRDM1/TGFBR1/PPARG/RUNX1/PTK2/HOXA1/COL3A1/ROBO1/IL1A/CXCL10/LRP1/HOXA5/SASH1/HES1/EGFL7/HOXA3/BMP4/TBX2/GPNMB/TNFAIP2/HHEX/RHOB/THBS1/CXCL8/THSD7A/PRKCB/SIX1/EPHB2/GATA2/MINAR1/SPRY2/CCR3/GJC1/TBX1/SPARC/NR2F2/MMP14/HMOX1/HPGD/TNN/SLC12A6/NOTCH1/ADGRG1/TWIST1/CUL7/ELK3/SPINK5/E2F7/RIN2/KLF4/PLK2/FGFR2/CCN3/CXCL13/AMOTL1/ADAMTS1/PRKD1/NDNF/RAPGEF3/SMAD1/HPSE/MYLK/HEY2/UNC5B/ANGPT1/EYA1/SYK/SLC1A1/COL4A3/FOXF1/CX3CR1/PROX1/PTPRB/JUNB/ANXA2,78,Module 1
GO:0007411,axon guidance,36/1068,140/12061,0.2571428571428571,2.9039325842696626,7.062531642932886,2.9490343306400543e-9,5.223067470044719e-7,3.9895318235169545e-7,PLEKHG4/EPHA10/SEMA4F/PTK2/FZD3/ROBO1/FLRT3/NOVA2/ARX/CDK5R2/CYFIP1/EGR2/NTRK1/APP/PALLD/EPHB2/NTN1/LHX1/NKX2-1/ARHGEF25/NOTCH1/UNC5C/SEMA6C/ENAH/CNTN1/NTN4/ROBO2/EPHA4/UNC5B/SEMA3B/ARTN/FEZ1/NRXN1/VANGL2/RET/CELSR3,36,Module 1
GO:0097485,neuron projection guidance,36/1068,140/12061,0.2571428571428571,2.9039325842696626,7.062531642932886,2.9490343306400543e-9,5.223067470044719e-7,3.9895318235169545e-7,PLEKHG4/EPHA10/SEMA4F/PTK2/FZD3/ROBO1/FLRT3/NOVA2/ARX/CDK5R2/CYFIP1/EGR2/NTRK1/APP/PALLD/EPHB2/NTN1/LHX1/NKX2-1/ARHGEF25/NOTCH1/UNC5C/SEMA6C/ENAH/CNTN1/NTN4/ROBO2/EPHA4/UNC5B/SEMA3B/ARTN/FEZ1/NRXN1/VANGL2/RET/CELSR3,36,Module 1
GO:0001763,morphogenesis of a branching structure,34/1068,128/12061,0.265625,2.999722027153558,7.089260926013316,3.2712696692584102e-9,5.48878339173744e-7,4.1924934225558393e-7,MKS1/CSF1/PRDM1/BCL2/HOXB7/KDM5B/DLG5/HOXA5/BMP4/TBX2/ADAMTS16/DDR1/SIX1/SPRY2/LGR4/HS3ST3A1/MMP14/LHX1/SPRY1/BMP2/NKX2-1/NOTCH1/SHOX2/FGFR2/PAX2/NTN4/CELSR1/TBX3/EYA1/FOXA1/SOX9/FOXF1/PROX1/LAMA5,34,Module 1
GO:0045165,cell fate commitment,41/1068,173/12061,0.23699421965317918,2.6763925873005565,6.922222448487419,3.328622299464361e-9,5.48878339173744e-7,4.1924934225558393e-7,TP53/ID2/PRDM1/TGFBR1/BCL2/PPARG/LATS2/SOX5/GAS1/HOXC10/HES1/BMP4/TBX2/ARX/ONECUT1/SIX1/GATA2/SPRY2/ERBB4/TBX1/NR2F2/BMP2/NKX2-1/NOTCH1/KLF4/FGFR2/PAX2/GSC/SOX1/OLIG1/TBX3/SMAD1/CTSL/CYP26B1/HEY2/EYA1/FOXA1/PITX1/SOX9/MYT1L/PROX1,41,Module 1
GO:0034329,cell junction assembly,57/1068,286/12061,0.1993006993006993,2.250716979649564,6.672103440954443,3.5526774896771406e-9,5.662967918545363e-7,4.3255406628700634e-7,PLXNB2/ACTN1/DUSP22/SMAD3/CTNNA1/BCL2/PTK2/ADD2/ILDR1/BCR/F11R/FLRT3/POF1B/PARD3/IL1RAP/DLG5/LARGE1/CDHR3/SORBS1/THBS1/NTRK1/PCDHB9/PCDHB10/CLSTN3/APP/SIX1/EPHB2/PLXNB1/LAMC1/FZD1/GJC1/ERBB4/NTN1/PECAM1/MMP14/PHLDB2/SRGAP2/THSD1/FARP1/CBLN2/PTPN13/ACTN2/MICALL2/GJD3/NLGN3/AMIGO1/ROBO2/PCDHB14/ADGRL3/LRP4/GABRB2/SNCA/CBLN1/NRXN1/PCDHB11/NLGN2/SRGAP2C,57,Module 1
GO:0061564,axon development,67/1068,362/12061,0.1850828729281768,2.0901540546692323,6.5640057900128275,3.75575047992729e-9,5.793547998391065e-7,4.425281550202954e-7,PLXNB2/PLEKHG4/CTNNA1/TRPV2/EPHA10/BCL2/SEMA4F/PTK2/FZD3/ROBO1/FLRT3/RTN4RL2/PARD3/CAMSAP2/MAPT/CNR1/NOVA2/ARX/CDK5R2/BRSK2/CYFIP1/NCAM2/EGR2/NTRK1/DDR1/PTPRF/APP/PALLD/EPHB2/PLXNB1/NTN1/LHX1/TNFRSF21/TNN/NKX2-1/ARHGEF25/TSKU/NOTCH1/TRIM32/SHOX2/UCHL1/UNC5C/ADCY1/KLF4/FGFR2/PAX2/SEMA6C/ENAH/CNTN1/OLIG1/NLGN3/NTN4/AMIGO1/ROBO2/EPHA4/UNC5B/SEMA3B/LRP4/MAP2/ARTN/FEZ1/CSPG5/LPAR3/NRXN1/VANGL2/RET/CELSR3,67,Module 1
GO:0007423,sensory organ development,66/1068,355/12061,0.18591549295774648,2.0995568919132777,6.554337308727658,4.081882354362315e-9,6.099862943300185e-7,4.6592538715911957e-7,LRIG1/MKS1/SMAD3/ACVR2B/PRDM1/TGFBR1/BCL2/ZHX2/FZD3/HOXA1/BCR/KDM5B/SMARCD3/PLAAT3/LARGE1/HES1/BMP4/TBX2/MEIS3/CEBPA/PROM1/PDZD7/DDR1/MAPKAPK2/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/PITX3/LHX1/SPRY1/BMP2/TSKU/NOTCH1/TULP3/TWIST1/IFT172/SIX3/SAMD11/KLF4/FGFR2/PAX2/GSC/SOX1/OLIG1/PITX2/ALDH1A3/TBX3/CTHRC1/EPHA4/CYP26B1/RARB/HEY2/ITGA8/CRB1/GABRB2/FAT3/EYA1/SOX9/SLC1A1/PROX1/MTNR1B/MCOLN3/RET,66,Module 1
GO:0061138,morphogenesis of a branching epithelium,32/1068,117/12061,0.27350427350427353,3.0887032235346843,7.07613217951384,4.326891803206967e-9,6.270059576647186e-7,4.789255042146149e-7,MKS1/CSF1/BCL2/HOXB7/KDM5B/DLG5/HOXA5/BMP4/TBX2/ADAMTS16/DDR1/SIX1/SPRY2/LGR4/HS3ST3A1/MMP14/LHX1/SPRY1/BMP2/NKX2-1/NOTCH1/FGFR2/PAX2/NTN4/CELSR1/TBX3/EYA1/FOXA1/SOX9/FOXF1/PROX1/LAMA5,32,Module 1
GO:0051960,regulation of nervous system development,61/1068,323/12061,0.18885448916408668,2.1327471852135296,6.431886417894561,8.686367649005876e-9,1.2217120616925323e-6,9.331794347384023e-7,TP53/PLXNB2/TYMP/ID2/CTNNA1/TRPV2/SEMA4F/FZD3/ROBO1/SMARCD3/BTG2/FLRT3/PARD3/IL1RAP/DLG5/MAPT/WASF3/HES1/CLCF1/CYFIP1/TTBK1/EGR2/TPPP/NTRK1/HLTF/CLSTN3/EPHB2/GATA2/PLXNB1/NTN1/ZNF365/PRTG/PITX3/TNFRSF21/BMP2/NOTCH1/TRIM32/CUL7/IL6ST/SHOX2/CBLN2/PTPN13/SEMA6C/NLGN3/AMIGO1/ROBO2/EPHA4/RARB/HEY2/SEMA3B/LRP4/BCAN/MAP2/TLX2/LPAR3/CX3CR1/PROX1/CBLN1/NRXN1/NLGN2/ANXA2,61,Module 1
GO:0071363,cellular response to growth factor stimulus,81/1068,491/12061,0.164969450101833,1.863011739399071,6.085439319363606,2.205837522374738e-8,3.0138042948559996e-6,2.302031940643712e-6,TP53/HSPB1/CPNE3/MDM2/DUSP22/SMAD3/ACVR2B/DSTYK/TGFBR1/PPARG/PTK2/LATS2/LTBP1/COL3A1/KDM5B/ROBO1/FLRT3/TGIF1/NEDD4/SOX5/DOCK3/MAPT/GAS1/SMAD6/DSG4/HES1/FGFR3/BMP4/TBX2/HHEX/CYFIP1/ONECUT1/THBS1/NDST1/CXCL8/NTRK1/PXN/MAPKAPK2/PRKCB/SPRY2/FZD1/ERBB4/TBX1/FOS/PITX3/LHX1/EGR1/SPRY1/STMN2/BMP2/SMAD9/HPGD/NKX2-1/NOTCH1/TWIST1/PDE3A/FSTL5/KLF4/FGFR2/PAX2/OPRD1/CXCL13/MAGI2/GAS6/PRKD1/NDNF/ZNF423/SMAD1/SULF2/GFRA1/PCSK6/ITGA8/TLR4/SOX9/FEZ1/MSTN/FSTL1/CX3CR1/CRIM1/ITGB5/SRD5A1,81,Module 1
GO:0072009,nephron epithelium development,23/1068,73/12061,0.3150684931506849,3.5580909137550663,6.832902194132409,3.666564908064121e-8,4.870420386211841e-6,3.720169658182018e-6,BASP1/LZTS2/BCL2/HOXB7/PODXL/HES1/BMP4/ADAMTS16/PROM1/CD24/SIX1/POU3F3/LGR4/HS3ST3A1/PECAM1/LHX1/BMP2/NOTCH1/PAX2/MAGI2/EYA1/SOX9/LAMA5,23,Module 1
GO:0048598,embryonic morphogenesis,72/1068,425/12061,0.16941176470588235,1.9131791143423662,5.973787159352244,4.6094753185946775e-8,5.957435398248581e-6,4.550463543534433e-6,TP53/PLXNB2/LRIG1/ID2/LUZP1/MKS1/SMAD3/ACVR2B/TGFBR1/HOXB7/RNF207/LATS2/FZD3/PCGF2/HOXA1/BCR/FLRT3/HOXA5/HOXC10/HES1/DYNC2H1/HOXA3/BMP4/TBX2/NDST1/MMP15/PDZD7/CLUAP1/SIX1/EPHB2/GATA2/SPRY2/FZD1/NTN1/TBX1/MMP14/LHX1/PHLDB2/SP9/HOXC11/NOTCH1/TULP3/TWIST1/SHOX2/IFT172/SIX3/KLF4/FGFR2/PAX2/AFF3/GSC/IGF2/CELSR1/ALDH1A3/TBX3/SMAD1/CTHRC1/CYP26B1/RARB/ITGA8/LRP4/PLPP3/EYA1/TLX2/PITX1/SOX9/FOXF1/PROX1/ITGB5/VANGL2/RET/LAMA5,72,Module 1
GO:0060840,artery development,24/1068,80/12061,0.3,3.3879213483146065,6.679126115110594,5.37630203575149e-8,6.7656516670956906e-6,5.1678027878276096e-6,LUZP1/ACVR2B/PRDM1/TGFBR1/HOXA1/COL3A1/ROBO1/LRP1/SMAD6/HES1/BMP4/TBX2/EGR2/NDST1/SIX1/TBX1/HPGD/NOTCH1/ROBO2/MYLK/HEY2/EYA1/FOXF1/PROX1,24,Module 1
GO:0042472,inner ear morphogenesis,21/1068,64/12061,0.328125,3.705538974719101,6.76407817693943,6.498769081794585e-8,7.96849070490813e-6,6.086566454474282e-6,LRIG1/FZD3/HOXA1/BCR/TBX2/PDZD7/SIX1/EPHB2/GATA2/SPRY2/NTN1/TBX1/FGFR2/PAX2/ALDH1A3/TBX3/CTHRC1/ITGA8/EYA1/SOX9/PROX1,21,Module 1
