"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000225830.18",294.320762383602,1.44369407789751,0.213394859961519,6.76536481786792,1.32973702577435e-11,5.17051234208074e-11
"ENSG00000103005.15",1308.98564929358,-0.627215382002219,0.0927488432708253,-6.76251433315194,1.35617257288151e-11,5.27213589227366e-11
"ENSG00000162521.20",12059.8736103933,-0.554891769060559,0.0820693286635352,-6.76125634383442,1.36800230011368e-11,5.31694673030677e-11
"ENSG00000241852.13",101.230981188794,-2.67156880641356,0.395188818999166,-6.76023378692602,1.37769250880155e-11,5.35342401162461e-11
"ENSG00000176170.16",130.307691959237,2.71227781636698,0.401274186345657,6.75916345645674,1.38790745055514e-11,5.39192370036425e-11
"ENSG00000187624.10",44.1666938931483,3.6718188043492,0.543278551585186,6.75863016059721,1.39302473154015e-11,5.41060667852188e-11
"ENSG00000088899.18",119.957061991199,-2.09131112905751,0.309481125043922,-6.75747552863105,1.40416748837511e-11,5.45267958989458e-11
"ENSG00000197448.16",2770.58771615013,0.807949513943011,0.119575833201447,6.75679602066308,1.4107658228951e-11,5.47709084182802e-11
"ENSG00000198060.12",1519.95547957267,-0.870830521434291,0.128899397638982,-6.75589286982778,1.41958285533034e-11,5.51010316342680e-11
"ENSG00000172543.11",1620.08386318214,10.4531152798593,1.54760818273554,6.7543680606434,1.43459147183955e-11,5.56712817851794e-11
"ENSG00000118418.18",2207.50386143036,0.973054743913993,0.144075585584004,6.75377955237704,1.44042559811748e-11,5.58733248103782e-11
"ENSG00000259551.2",48.1930558119931,-3.93556047182538,0.582719788123368,-6.75377866349749,1.44043442749927e-11,5.58733248103782e-11
"ENSG00000274922.4",54.0601979868639,6.27526563216157,0.929236869977246,6.75313887654418,1.44680330163025e-11,5.61079716444019e-11
"ENSG00000221886.6",86.0247101524347,2.5382748730771,0.375984212966839,6.75101449884804,1.46814925464722e-11,5.69232074085393e-11
"ENSG00000135245.12",438.095140023102,1.19747752676607,0.177419544845842,6.74941155894942,1.48445962059686e-11,5.75428860657949e-11
"ENSG00000143622.14",490.67397816496,-1.05123976741509,0.155793742627482,-6.74763793260111,1.50271360941422e-11,5.82376161741193e-11
"ENSG00000116329.13",90.4504395521199,-9.95569003039287,1.47554841606386,-6.74711173283653,1.50817136292191e-11,5.84362314002583e-11
"ENSG00000182117.8",1816.91812633372,-0.680654837481651,0.100916191495955,-6.74475351667359,1.53287021985598e-11,5.9380118225489e-11
"ENSG00000108852.18",175.74541241104,2.54089678879176,0.376759233031145,6.74408631833506,1.53992974342072e-11,5.9640429242211e-11
"ENSG00000014123.12",897.567318467185,0.78057848845247,0.11574499531845,6.74395023564398,1.54137351795571e-11,5.96831792704684e-11
"ENSG00000170571.14",2250.60890033704,0.953282960011123,0.141376851911646,6.74285038265588,1.55309120684382e-11,6.01236366644985e-11
"ENSG00000183242.14",83.471583616645,9.9496294622827,1.47587928788431,6.74149271147074,1.56767601380506e-11,6.06748679417144e-11
"ENSG00000141577.16",993.791205691848,-0.708657578975207,0.105120104705972,-6.74140861024987,1.56858387115325e-11,6.06966242935122e-11
"ENSG00000255931.3",84.7295161819371,9.97210131205603,1.47938983948607,6.74068527841198,1.57641339344195e-11,6.09861470587634e-11
"ENSG00000128951.16",5448.53614984195,0.514099272219885,0.0762818443615114,6.73947092552573,1.58964399333959e-11,6.14844457965847e-11
"ENSG00000153885.17",90.4767096592228,-9.95607418818414,1.47768519279705,-6.73761518130847,1.61007299644339e-11,6.22608844175333e-11
"ENSG00000110583.15",904.914743035302,-0.972542094886771,0.144351930455877,-6.73729884883,1.61358090451559e-11,6.23827931285525e-11
"ENSG00000197863.11",83.7992281768627,9.95609155662838,1.47848024229413,6.73400379106839,1.65056874001446e-11,6.37987335968602e-11
"ENSG00000145780.10",703.412926573435,-0.942251782767374,0.139932447004645,-6.73361899214195,1.65494197350606e-11,6.39536898236241e-11
"ENSG00000228427.6",57.7716565821311,3.53140905284876,0.524458092690185,6.73344372423459,1.6569376495752e-11,6.40167195773374e-11
"ENSG00000104731.16",1090.91749451059,0.667519105841272,0.0991905370645718,6.72966520391683,1.70053911511002e-11,6.56868310338208e-11
"ENSG00000160007.22",1616.87774597414,-0.913405543934635,0.135729331410562,-6.7296105745317,1.70117766738447e-11,6.56970416379275e-11
"ENSG00000155816.22",88.3571536479008,-9.92195257574083,1.47457778580643,-6.72867357100095,1.71216674179563e-11,6.61023077398996e-11
"ENSG00000125498.22",91.731399876235,10.0870464047868,1.4991185375247,6.72865163914405,1.71242478697347e-11,6.61023077398996e-11
"ENSG00000187147.21",2749.00496447509,-0.496320128343097,0.0737728832717817,-6.72767697738799,1.72393096554248e-11,6.65318356365439e-11
"ENSG00000187391.24",45.3648839374505,-4.66101698317471,0.692896106725172,-6.72686271135803,1.73360163913661e-11,6.6890352476225e-11
"ENSG00000229931.4",126.897373064875,-2.48459729253205,0.369439599135205,-6.72531395754018,1.7521423253023e-11,6.75865432511688e-11
"ENSG00000147231.15",50.2760457598644,-4.80140573035453,0.713932751017402,-6.7252913156207,1.75241481476031e-11,6.75865432511688e-11
"ENSG00000168010.13",483.534479681998,-1.51298499996337,0.2250247465635,-6.72363828009654,1.77242116240216e-11,6.83431274481270e-11
"ENSG00000164889.17",2774.67678069875,-0.551529458218682,0.0820340133944456,-6.7231802443549,1.7780041326855e-11,6.85433477238177e-11
"ENSG00000163686.17",552.830704523509,-0.920036737133589,0.136920933808955,-6.71947460143175,1.82380969608149e-11,7.02937497791585e-11
"ENSG00000130764.12",1821.04998148605,0.537562679337069,0.0800579384519676,6.71467052151975,1.88491634843237e-11,7.26329925660199e-11
"ENSG00000157353.19",337.106075320226,-1.51972126225628,0.226344621660528,-6.71419206300188,1.89111087157575e-11,7.28556999372039e-11
"ENSG00000165409.19",89.8212717525934,-9.94554947015265,1.48151444685489,-6.71309651503304,1.9053699205495e-11,7.33889300683787e-11
"ENSG00000134531.12",207.564010633062,-9.71065371974452,1.44681085403839,-6.71176449405241,1.92284863129261e-11,7.40459104430204e-11
"ENSG00000171940.15",2823.22775624185,0.649529537234923,0.0967934549022193,6.71046960655633,1.93999052739309e-11,7.46896353046341e-11
"ENSG00000121060.20",3809.4328921102,0.46603050503724,0.0694744507373392,6.7079408342378,1.97389927383045e-11,7.59784600994681e-11
"ENSG00000228526.9",86.6745562409984,-9.89435312939935,1.47524820240493,-6.70690742972585,1.98792279617974e-11,7.65014743746856e-11
"ENSG00000110881.14",537.718531100712,1.90966768683805,0.284777609555278,6.70582104337582,2.00277046853985e-11,7.70559683227826e-11
"ENSG00000138172.13",90.0728991878267,10.0585884614265,1.50005113565163,6.70549704764365,2.00721950839351e-11,7.72102228075294e-11
"ENSG00000212232.1",83.3195204901331,2.33747695891101,0.348611546143067,6.70510482160487,2.01261842154086e-11,7.74009397778124e-11
"ENSG00000121101.18",45.3714937214966,-5.14963431715762,0.768637857744692,-6.69968863135038,2.08864097704198e-11,8.03070104970412e-11
"ENSG00000138303.21",1031.91687334149,0.712800279338423,0.10640344172922,6.69903405147726,2.09801706485089e-11,8.06498523987786e-11
"ENSG00000147255.21",95.9176769725115,-10.0402416273677,1.49892891750394,-6.69827735666543,2.10890718897109e-11,8.10507325078294e-11
"ENSG00000246898.3",80.3011329170839,9.89365969762791,1.47734749167841,6.6969076357166,2.12876073253636e-11,8.17958490269387e-11
"ENSG00000091317.10",3827.23426594591,0.718902043864675,0.107352367319858,6.69665757553996,2.13240495296158e-11,8.19179460704451e-11
"ENSG00000263465.5",721.838493103896,0.858455011658605,0.128193682292455,6.69654694605127,2.13401914601136e-11,8.196202171817e-11
"ENSG00000255446.1",49.813813352678,-4.43295694482794,0.662088512499919,-6.69541437607782,2.15061342289177e-11,8.25812975771827e-11
"ENSG00000100600.17",959.351999006047,-0.974990744698633,0.145627817290241,-6.69508588977506,2.15544995306795e-11,8.27489161951911e-11
"ENSG00000126457.24",14731.6691406974,0.576899349725833,0.0862088761595978,6.69187878818678,2.20323334492994e-11,8.45648548395058e-11
"ENSG00000278970.5",713.183809227041,-1.03212695827984,0.154237945530541,-6.69178362516159,2.20466693012202e-11,8.46013827873707e-11
"ENSG00000289372.3",90.4856238776978,2.81628586997037,0.421140413798699,6.68728475751684,2.27349237035488e-11,8.72234092088075e-11
"ENSG00000188511.15",85.2892484576145,-9.871125146678,1.47615734633428,-6.68704130436422,2.27727621021639e-11,8.73494890682959e-11
"ENSG00000086570.13",85.0707691554047,-9.86740614133549,1.47564843793999,-6.68682721957165,2.28060869006577e-11,8.74582048116963e-11
"ENSG00000182050.16",86.1719223688214,-9.8860302323193,1.47857712873404,-6.68617824542147,2.29073992934374e-11,8.7827539199735e-11
"ENSG00000204525.20",83.0396522931026,-4.88526828140727,0.731281473995152,-6.68042122647791,2.38256424027255e-11,9.13281611402289e-11
"ENSG00000167526.17",39640.4917279388,0.510090025457798,0.0763888252529286,6.67754771419583,2.42973517764632e-11,9.31159807438524e-11
"ENSG00000146904.11",210.586345688636,9.8398209802571,1.47362490849691,6.6772900780387,2.4340088619964e-11,9.3259405458771e-11
"ENSG00000115073.10",1997.45935311562,-0.796495845304737,0.119291076706755,-6.67691052250882,2.44031836148392e-11,9.34807531185070e-11
"ENSG00000034713.9",1302.90924316005,0.642269643050942,0.0961946060117577,6.67677398639627,2.44259196794512e-11,9.35474358404114e-11
"ENSG00000160183.19",79.3797364498489,9.87790427066207,1.47952866311013,6.6763858767681,2.44906612050302e-11,9.3774928705673e-11
"ENSG00000198786.2",38997.2845339017,-0.821285480916532,0.123065455891884,-6.67356631448268,2.49660689789602e-11,9.55744236795956e-11
"ENSG00000165424.9",188.120519649219,1.87893813662016,0.281664310336685,6.6708420899126,2.54339773968306e-11,9.73444314756395e-11
"ENSG00000008018.11",6172.77396131014,0.457778603558997,0.0686267024702447,6.67056097817729,2.54827465191991e-11,9.7509829531617e-11
"ENSG00000112246.12",59.3933816922325,4.97250168384524,0.745457415680807,6.67040340500736,2.55101233788013e-11,9.75933157633986e-11
"ENSG00000212123.5",237.66819215512,1.35586683064407,0.203275788325103,6.6700852168169,2.55654933873805e-11,9.77838348385298e-11
"ENSG00000197565.19",89.7376448231196,-9.94460294997569,1.49111734596892,-6.66922893550924,2.57150854502677e-11,9.8334576380941e-11
"ENSG00000174840.11",1911.71631285839,0.562246005819931,0.0843186315111303,6.66811113680982,2.59116544090853e-11,9.90646787469299e-11
