Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000183530.16,1245.61603692586,0.08217414840873245,0.07606374908251405,0.27877451039572104,0.3372255609789709,MyLa_vs_HH,ENSG00000183530,PRR14L,protein_coding,NS
ENSG00000173113.10,5084.136480188398,0.07260491642704438,0.06677445846585067,0.2789238655812251,0.3373749178765761,MyLa_vs_HH,ENSG00000173113,TRMT112,protein_coding,NS
ENSG00000075785.16,6583.390135557189,0.06050578485850314,0.05230380004722268,0.27898033573937375,0.3374119075437322,MyLa_vs_HH,ENSG00000075785,RAB7A,protein_coding,NS
ENSG00000116254.19,27.107343929652316,-0.5011738806833285,0.5443189306627233,0.2791343570645498,0.3375668623570825,MyLa_vs_HH,ENSG00000116254,CHD5,protein_coding,NS
ENSG00000115850.11,11.857885166322696,0.5566183945476606,0.6467791740716873,0.27916619582528907,0.3375740425116898,MyLa_vs_HH,ENSG00000115850,LCT,protein_coding,NS
ENSG00000128585.20,1157.0819143179017,-0.09863000704047907,0.08979134124715166,0.2792140299407677,0.33760056148232914,MyLa_vs_HH,ENSG00000128585,MKLN1,protein_coding,NS
ENSG00000107521.23,646.3962459543586,-0.10332658300494367,0.09618751798975535,0.2799984971140643,0.3385176635331726,MyLa_vs_HH,ENSG00000107521,HPS1,protein_coding,NS
ENSG00000132485.16,3077.6062428817304,-0.0974946248040308,0.09306863947583002,0.2807615499697479,0.3394087079821653,MyLa_vs_HH,ENSG00000132485,ZRANB2,protein_coding,NS
ENSG00000178904.21,480.02410099662376,-0.11991151851218503,0.11207611913223263,0.28087495008902164,0.3395143038870543,MyLa_vs_HH,ENSG00000178904,DPY19L3,protein_coding,NS
ENSG00000145936.11,25.43596513018804,-0.6163869169172769,1.1426731868187345,0.28101226915678446,0.3396487901252315,MyLa_vs_HH,ENSG00000145936,KCNMB1,protein_coding,NS
ENSG00000126216.17,1268.507010438035,-0.07878305792944848,0.07355438330827638,0.2811349232068033,0.33976552801875626,MyLa_vs_HH,ENSG00000126216,TUBGCP3,protein_coding,NS
ENSG00000239382.13,72.51815261745705,-0.26088966248660495,0.25087307529398417,0.2816389976009092,0.3403431669664024,MyLa_vs_HH,ENSG00000239382,ALKBH6,protein_coding,NS
ENSG00000115504.17,779.3767631742866,-0.11105302340630459,0.1039564762010574,0.281718145313755,0.3403824693839007,MyLa_vs_HH,ENSG00000115504,EHBP1,protein_coding,NS
ENSG00000173992.11,412.0443003563069,0.1241495006079203,0.1157200338262843,0.2817237548717975,0.3403824693839007,MyLa_vs_HH,ENSG00000173992,CCS,protein_coding,NS
ENSG00000143776.22,243.70815569879855,-0.5387544689961922,0.6047240220272014,0.28189203420502895,0.3405542159616372,MyLa_vs_HH,ENSG00000143776,CDC42BPA,protein_coding,NS
ENSG00000182325.13,1276.8521142235206,0.11544215531509258,0.10953988627327048,0.2824417363143714,0.3411651742407096,MyLa_vs_HH,ENSG00000182325,FBXL6,protein_coding,NS
ENSG00000277972.4,774.4664318972444,-0.10327399972521387,0.09652825323758436,0.2824501058894542,0.3411651742407096,MyLa_vs_HH,ENSG00000277972,CISD3,protein_coding,NS
ENSG00000105556.14,782.1629356980445,0.08993639801349329,0.08365964678500501,0.2825883693516131,0.34130054839769935,MyLa_vs_HH,ENSG00000105556,MIER2,protein_coding,NS
ENSG00000082781.14,16.267221591698373,0.5665764655183587,0.6951569432001458,0.2831241206483905,0.3419159251677607,MyLa_vs_HH,ENSG00000082781,ITGB5,protein_coding,NS
ENSG00000122432.20,9.707210122279584,-0.5591710035379672,0.679065908205385,0.28329917346184535,0.3420956293642389,MyLa_vs_HH,ENSG00000122432,SPATA1,protein_coding,NS
ENSG00000160563.16,1122.6119798019697,0.09126549042950273,0.0853312230997265,0.2837976075284529,0.3426657605075344,MyLa_vs_HH,ENSG00000160563,MED27,protein_coding,NS
ENSG00000138382.17,1401.5142542974395,-0.09867675740341293,0.09275079963343708,0.28402647074149195,0.3429103282236095,MyLa_vs_HH,ENSG00000138382,METTL5,protein_coding,NS
ENSG00000105371.12,11.311889165521828,0.5678381561034676,0.6976315367873315,0.2844954175353664,0.34344468106135884,MyLa_vs_HH,ENSG00000105371,ICAM4,protein_coding,NS
ENSG00000145088.11,280.7199407079896,0.19169660826537432,0.1802734910891105,0.2845538584280094,0.34348341547580313,MyLa_vs_HH,ENSG00000145088,EAF2,protein_coding,NS
ENSG00000008735.16,90.34776661346338,0.26626441942628715,0.2565742611348317,0.28493461839492307,0.34391117628644496,MyLa_vs_HH,ENSG00000008735,MAPK8IP2,protein_coding,NS
ENSG00000134955.14,10.430808776873475,-0.5252328408787846,0.6036505929070667,0.28497826689810446,0.3439320078232239,MyLa_vs_HH,ENSG00000134955,SLC37A2,protein_coding,NS
ENSG00000140479.19,10.816340820162413,0.5724294664454467,1.116007661453972,0.2856431763203194,0.34470254786877064,MyLa_vs_HH,ENSG00000140479,PCSK6,protein_coding,NS
ENSG00000101109.16,3820.409748103002,0.05987290363314836,0.0560609783664492,0.2857157785287571,0.3447582391968606,MyLa_vs_HH,ENSG00000101109,STK4,protein_coding,NS
ENSG00000163959.12,9.236496310478163,-0.6038089468008087,1.1374254820058631,0.2857490033607298,0.34476640999818475,MyLa_vs_HH,ENSG00000163959,SLC51A,protein_coding,NS
ENSG00000173276.16,656.783466720339,-0.1437019187057801,0.13611227073001814,0.2860523248759297,0.34510043044598643,MyLa_vs_HH,ENSG00000173276,ZBTB21,protein_coding,NS
ENSG00000103423.16,2384.0007307019737,0.07829933034254233,0.07447018270799503,0.28611253680079063,0.3451411229289804,MyLa_vs_HH,ENSG00000103423,DNAJA3,protein_coding,NS
ENSG00000159164.12,293.30910968309456,0.5591124791204148,0.675870284579294,0.28632031396932844,0.34535980119965365,MyLa_vs_HH,ENSG00000159164,SV2A,protein_coding,NS
ENSG00000134884.17,3570.089543903824,-0.09549316108856909,0.08378241398060385,0.28646653259140004,0.3455041938981785,MyLa_vs_HH,ENSG00000134884,ARGLU1,protein_coding,NS
ENSG00000186197.16,148.94452325335186,-0.6230966199588773,0.8636093922324802,0.2869772548112085,0.34608814305121505,MyLa_vs_HH,ENSG00000186197,EDARADD,protein_coding,NS
ENSG00000215784.8,207.48636972996974,-0.1867765022591662,0.1788360452710291,0.2873533593209685,0.3465096532226298,MyLa_vs_HH,ENSG00000215784,FAM72D,protein_coding,NS
ENSG00000142224.18,9.616920569751908,0.5712770674183512,1.1163948510748771,0.28772140878400043,0.34692137299305004,MyLa_vs_HH,ENSG00000142224,IL19,protein_coding,NS
ENSG00000140104.15,67.04228179000818,0.30144340887553656,0.29645861389578315,0.2880294036352631,0.3472606121719134,MyLa_vs_HH,ENSG00000140104,CLBA1,protein_coding,NS
ENSG00000185130.7,11.032478367227403,-0.5174594373903751,0.5934828536408346,0.2882633796863928,0.34751055660463953,MyLa_vs_HH,ENSG00000185130,H2BC13,protein_coding,NS
ENSG00000136504.16,1578.71714385627,-0.07199525556476573,0.06801217186273678,0.28839975378793586,0.34764280347004883,MyLa_vs_HH,ENSG00000136504,KAT7,protein_coding,NS
ENSG00000066379.17,279.2293301703544,0.3154771021246748,0.3119726368983264,0.28863322105874994,0.34789205308967797,MyLa_vs_HH,ENSG00000066379,POLR1H,protein_coding,NS
ENSG00000241837.9,1435.014396696041,-0.0860577163266587,0.0815316447437345,0.28870058924836,0.34794107450285516,MyLa_vs_HH,ENSG00000241837,ATP5PO,protein_coding,NS
ENSG00000129167.12,12.679145234367537,-0.5246400541031528,0.6086683713968079,0.2898741253323226,0.34932311377310776,MyLa_vs_HH,ENSG00000129167,TPH1,protein_coding,NS
ENSG00000136052.12,344.60211500545944,0.18905909741863985,0.18130550949567487,0.29009777287256916,0.3495603063838937,MyLa_vs_HH,ENSG00000136052,SLC41A2,protein_coding,NS
ENSG00000197375.16,143.77880090763995,0.21429699703720573,0.20593092556584472,0.2905694918404615,0.3500963471532527,MyLa_vs_HH,ENSG00000197375,SLC22A5,protein_coding,NS
ENSG00000149927.20,5.301634166693544,-0.5959706357794371,1.1346019567229888,0.29085213195361903,0.35040449581729677,MyLa_vs_HH,ENSG00000149927,DOC2A,protein_coding,NS
ENSG00000090104.14,1794.4014460975159,0.4681456465862459,0.4986755734546243,0.29088074569401057,0.35040657719105645,MyLa_vs_HH,ENSG00000090104,RGS1,protein_coding,NS
ENSG00000182890.5,37.169459469027686,0.3912481544032297,0.4026302690255445,0.29099108161540216,0.3505070948884969,MyLa_vs_HH,ENSG00000182890,GLUD2,protein_coding,NS
ENSG00000109089.9,219.09491283211185,-0.27482799781041806,0.2715452524648199,0.2912000625628321,0.3507264037872092,MyLa_vs_HH,ENSG00000109089,CDR2L,protein_coding,NS
ENSG00000151093.10,396.66739581130537,0.14432491668291908,0.13791714259063717,0.2913235401854571,0.3508426999849439,MyLa_vs_HH,ENSG00000151093,OXSM,protein_coding,NS
ENSG00000242028.10,18.73722207635212,-0.45862138088008936,0.49965959162242773,0.2914610507247858,0.3509758730570205,MyLa_vs_HH,ENSG00000242028,HYPK,protein_coding,NS
ENSG00000166851.17,5569.848515261129,0.15409948230229087,0.14550230410691695,0.2918874391094559,0.35145685457442155,MyLa_vs_HH,ENSG00000166851,PLK1,protein_coding,NS
ENSG00000141232.7,655.6100460913624,0.20813682346255843,0.20087829709601235,0.29230054139306005,0.3519217511293997,MyLa_vs_HH,ENSG00000141232,TOB1,protein_coding,NS
ENSG00000170122.6,28.578293444172797,0.4296123927294066,0.4552651927412521,0.2923453075078435,0.35194313622295625,MyLa_vs_HH,ENSG00000170122,FOXD4,protein_coding,NS
ENSG00000143409.20,25.21809026049835,0.5902741745947524,0.8786354133758467,0.2924745184503258,0.35204706275044156,MyLa_vs_HH,ENSG00000143409,MINDY1,protein_coding,NS
ENSG00000141456.18,4816.810591487174,-0.06186064053534293,0.05895471365820972,0.2925126711060026,0.35204706275044156,MyLa_vs_HH,ENSG00000141456,PELP1,protein_coding,NS
ENSG00000109065.14,685.7784289155047,-0.11066255202765271,0.1053016458904886,0.2924973412867012,0.35204706275044156,MyLa_vs_HH,ENSG00000109065,NAT9,protein_coding,NS
ENSG00000163605.16,34.10128423914683,0.3661455142114378,0.37434177954956277,0.29305887398635744,0.3526718656199627,MyLa_vs_HH,ENSG00000163605,PPP4R2,protein_coding,NS
ENSG00000243147.10,771.5492632549151,-0.08773118357054878,0.08400852522237423,0.29312231613710593,0.35271564455866505,MyLa_vs_HH,ENSG00000243147,MRPL33,protein_coding,NS
ENSG00000087365.18,10845.66372602351,-0.057104647054524525,0.057428799522435105,0.2941352412509571,0.353892729890523,MyLa_vs_HH,ENSG00000087365,SF3B2,protein_coding,NS
ENSG00000142168.17,9815.710001697045,0.07966727865475151,0.07573394312131737,0.2941548333387582,0.353892729890523,MyLa_vs_HH,ENSG00000142168,SOD1,protein_coding,NS
ENSG00000225614.4,15.832121785403057,0.4749016639979152,1.0042485290555407,0.2946267484646343,0.3544277656211537,MyLa_vs_HH,ENSG00000225614,ZNF469,protein_coding,NS
ENSG00000196110.9,109.95146896843681,0.2549427624853146,0.2508064429695162,0.29465540526565637,0.3544295243956898,MyLa_vs_HH,ENSG00000196110,ZNF699,protein_coding,NS
ENSG00000119705.12,1273.2199444059393,-0.1023555787128422,0.09834625401329102,0.2949368636783809,0.354735340007414,MyLa_vs_HH,ENSG00000119705,SLIRP,protein_coding,NS
ENSG00000042317.19,100.22852283606512,-0.24717291793871266,0.2437864555400997,0.29573723992078615,0.3556651700551449,MyLa_vs_HH,ENSG00000042317,SPATA7,protein_coding,NS
ENSG00000110455.16,69.60893742819432,0.44777049877638603,1.0918240548276354,0.29738964261261686,0.3576194142987853,MyLa_vs_HH,ENSG00000110455,ACCS,protein_coding,NS
ENSG00000111057.13,7.444595368603027,0.5594935743691991,1.1172378566199621,0.29743417125619476,0.35763996254100805,MyLa_vs_HH,ENSG00000111057,KRT18,protein_coding,NS
ENSG00000118513.23,5334.824807383527,-0.13009774887280937,0.12551959331522985,0.2975785272488142,0.357780530040018,MyLa_vs_HH,ENSG00000118513,MYB,protein_coding,NS
ENSG00000072501.21,5718.040175150299,-0.07817663148255853,0.07503651419812381,0.29820836470947676,0.35850471517928334,MyLa_vs_HH,ENSG00000072501,SMC1A,protein_coding,NS
ENSG00000198225.6,51.238373466239295,-0.3167852226159474,0.321987853356016,0.29842255762821435,0.35872912687405617,MyLa_vs_HH,ENSG00000198225,FKBP1C,protein_coding,NS
ENSG00000162378.15,542.743715382591,0.13308707660983968,0.12893544623550143,0.2984850809809945,0.35877119435813903,MyLa_vs_HH,ENSG00000162378,ZYG11B,protein_coding,NS
ENSG00000002549.15,3286.757903908878,0.06803375686343939,0.06562337410176648,0.29854601170154454,0.35881133995815473,MyLa_vs_HH,ENSG00000002549,LAP3,protein_coding,NS
ENSG00000101605.16,13.521684783238193,-0.4971764729684043,0.5767923655945174,0.2991093676703614,0.35945526868121896,MyLa_vs_HH,ENSG00000101605,MYOM1,protein_coding,NS
ENSG00000141378.17,1367.8129664857329,0.09137301403626227,0.08776190258413276,0.2991954908425153,0.35952561609353695,MyLa_vs_HH,ENSG00000141378,PTRH2,protein_coding,NS
ENSG00000107643.19,1261.9148644919574,0.10509191115282993,0.101626636446426,0.30000472045857357,0.3604647848932045,MyLa_vs_HH,ENSG00000107643,MAPK8,protein_coding,NS
ENSG00000109445.13,1524.346051033287,0.07210453974186617,0.06993828073052426,0.3000899485420576,0.36050071890023383,MyLa_vs_HH,ENSG00000109445,ZNF330,protein_coding,NS
ENSG00000171097.16,13.687271642249815,-0.47118475526387005,0.5307452018385765,0.30007205014022,0.36050071890023383,MyLa_vs_HH,ENSG00000171097,KYAT1,protein_coding,NS
ENSG00000177409.14,799.2103604191154,0.11500174480705654,0.11137847089917127,0.30030180082887964,0.3607219696039436,MyLa_vs_HH,ENSG00000177409,SAMD9L,protein_coding,NS
ENSG00000082196.23,38.53992794487881,0.4082873980085149,0.4362251682810217,0.3003536954975464,0.3607510564389939,MyLa_vs_HH,ENSG00000082196,C1QTNF3,protein_coding,NS
ENSG00000079805.21,5060.007581485686,0.06548519982375002,0.06333346530131197,0.3008898192484397,0.3613616857966195,MyLa_vs_HH,ENSG00000079805,DNM2,protein_coding,NS
ENSG00000134030.16,128.1105699978194,0.5056615371979962,0.9383162485608381,0.3011697313537675,0.36166452674225114,MyLa_vs_HH,ENSG00000134030,CTIF,protein_coding,NS
ENSG00000175175.7,12.1641221770696,-0.5860802266825514,1.1310445753361518,0.30123688646025865,0.3617118427525844,MyLa_vs_HH,ENSG00000175175,PPM1E,protein_coding,NS
ENSG00000172315.7,1074.969037326036,0.09247639072888536,0.09006720189533703,0.3014124865683292,0.36188935397927535,MyLa_vs_HH,ENSG00000172315,TP53RK,protein_coding,NS
ENSG00000205702.14,6.3193440929361415,-0.5729278184744694,0.8320306036353547,0.30149935488534757,0.3619603069473779,MyLa_vs_HH,ENSG00000205702,CYP2D7,protein_coding,NS
ENSG00000010072.18,600.0486201749555,-0.10900697757679653,0.10628610823191134,0.30188376971839126,0.3623884287316748,MyLa_vs_HH,ENSG00000010072,SPRTN,protein_coding,NS
ENSG00000153560.14,3174.4594895992873,-0.0701520362809701,0.06798536054987897,0.302150228775856,0.36264148923802664,MyLa_vs_HH,ENSG00000153560,UBP1,protein_coding,NS
ENSG00000154957.15,188.15307084939,-0.20264495699437526,0.20080215464058687,0.3021334576566336,0.36264148923802664,MyLa_vs_HH,ENSG00000154957,ZNF18,protein_coding,NS
ENSG00000135363.14,14.010392220081133,0.436622036093469,1.0892504758164727,0.3023313631697984,0.3628254747874754,MyLa_vs_HH,ENSG00000135363,LMO2,protein_coding,NS
ENSG00000119900.10,871.4687817393452,0.5671548976301785,0.9024196527147229,0.3024028233407822,0.3628778194089324,MyLa_vs_HH,ENSG00000119900,OGFRL1,protein_coding,NS
ENSG00000126106.15,73.21381663143241,-0.29309171674553186,0.297705801152493,0.30248702538627475,0.3629454429993849,MyLa_vs_HH,ENSG00000126106,TMEM53,protein_coding,NS
ENSG00000261408.7,12.077249043443656,-0.5007725702541365,0.5908798621680047,0.3026361475039406,0.3630909426879184,MyLa_vs_HH,ENSG00000261408,TEN1-CDK3,protein_coding,NS
ENSG00000131724.13,10.317218361424976,0.54136228898253,1.1055424175058544,0.30291413928193417,0.36339101410727614,MyLa_vs_HH,ENSG00000131724,IL13RA1,protein_coding,NS
ENSG00000101624.13,660.8321982275593,0.09266888756684578,0.08984613773562468,0.3030032544967624,0.3634644653342204,MyLa_vs_HH,ENSG00000101624,CEP76,protein_coding,NS
ENSG00000224578.5,354.4883089890995,0.15106729498860647,0.14825019235446985,0.3031777316987022,0.36364028871978515,MyLa_vs_HH,ENSG00000224578,HNRNPA1L3,protein_coding,NS
ENSG00000092820.21,14825.450037730625,0.08264018443964204,0.08050550910756613,0.30375725049886626,0.3643018538466664,MyLa_vs_HH,ENSG00000092820,EZR,protein_coding,NS
ENSG00000167202.14,1166.6177121809233,0.1290983554060659,0.1266019682215914,0.30441212347527963,0.3650536626107213,MyLa_vs_HH,ENSG00000167202,TBC1D2B,protein_coding,NS
ENSG00000136895.20,58.71065320119614,-0.30371680119217753,0.31153494660371006,0.30494827508772093,0.3656629744427516,MyLa_vs_HH,ENSG00000136895,GARNL3,protein_coding,NS
ENSG00000122687.21,21.47452766183627,-0.4175046008435266,0.4561015528865133,0.3050509690665877,0.3657524636471791,MyLa_vs_HH,ENSG00000122687,MRM2,protein_coding,NS
ENSG00000135446.19,7272.73841366707,-0.09083918452882302,0.08899632839846082,0.30516134486375374,0.3658511459487906,MyLa_vs_HH,ENSG00000135446,CDK4,protein_coding,NS
ENSG00000169762.19,546.8086120893537,0.13080132221826588,0.12878511891456057,0.30558547008518633,0.3663069745936954,MyLa_vs_HH,ENSG00000169762,TAPT1,protein_coding,NS
ENSG00000165948.13,172.20535517787852,-0.15269667444925505,0.15117037550701654,0.30559776987318726,0.3663069745936954,MyLa_vs_HH,ENSG00000165948,IFI27L1,protein_coding,NS
ENSG00000130956.16,1228.044763060049,0.08734457301329308,0.08570664971632624,0.3057027095097823,0.36639906318199306,MyLa_vs_HH,ENSG00000130956,HABP4,protein_coding,NS
ENSG00000127445.16,2842.960795134392,0.07140473155111285,0.0678763954706651,0.30592025975561993,0.36662609153057424,MyLa_vs_HH,ENSG00000127445,PIN1,protein_coding,NS
ENSG00000185046.22,56.47866828806809,0.5280507867763949,0.9716490672020573,0.30597592304581095,0.36665908468702224,MyLa_vs_HH,ENSG00000185046,ANKS1B,protein_coding,NS
ENSG00000119888.13,324.0035385743508,-0.3161278796597609,1.072689737814782,0.3061319989216254,0.3667786672132326,MyLa_vs_HH,ENSG00000119888,EPCAM,protein_coding,NS
ENSG00000162341.20,243.31373878078185,0.19056346925655027,0.18909334322830057,0.3061108707509555,0.3667786672132326,MyLa_vs_HH,ENSG00000162341,TPCN2,protein_coding,NS
ENSG00000130377.15,7.408154497482198,-0.5743370057145576,1.125107529458539,0.306228833484113,0.3668609602719409,MyLa_vs_HH,ENSG00000130377,ACSBG2,protein_coding,NS
ENSG00000159256.14,843.1352310389807,-0.10130028862316574,0.09964955146285052,0.30667999962076187,0.367367687045716,MyLa_vs_HH,ENSG00000159256,MORC3,protein_coding,NS
ENSG00000214087.11,727.1126087512752,0.1104789636903236,0.10902187972105101,0.30673361083380596,0.36739813895754003,MyLa_vs_HH,ENSG00000214087,ARL16,protein_coding,NS
ENSG00000106689.12,254.08329992562844,0.4961934734942229,0.9380290573544275,0.30694612489389533,0.3676188977892058,MyLa_vs_HH,ENSG00000106689,LHX2,protein_coding,NS
ENSG00000276644.6,22.313649049104225,-0.31384305708924704,1.0716264669389632,0.30705727540137717,0.3677182275389276,MyLa_vs_HH,ENSG00000276644,DACH1,protein_coding,NS
ENSG00000077235.20,2839.017267827311,0.07735157760852114,0.07708892083039783,0.30717813155964735,0.36782916102690955,MyLa_vs_HH,ENSG00000077235,GTF3C1,protein_coding,NS
ENSG00000165389.8,736.2779418842632,-0.09797275235187188,0.09778359843785442,0.30745634912708475,0.3681284885781622,MyLa_vs_HH,ENSG00000165389,SPTSSA,protein_coding,NS
ENSG00000106785.17,2114.7323587440997,-0.09905308898446234,0.09803279310109314,0.30766249052534894,0.36834146968738496,MyLa_vs_HH,ENSG00000106785,TRIM14,protein_coding,NS
ENSG00000185298.14,1980.9606892943752,-0.06936843157647712,0.06821895823153844,0.3077827632291486,0.36845161689772143,MyLa_vs_HH,ENSG00000185298,CCDC137,protein_coding,NS
ENSG00000129749.3,21.380965970976636,0.37814808551887114,0.40399136378948075,0.3079538311997396,0.3686225461082115,MyLa_vs_HH,ENSG00000129749,CHRNA10,protein_coding,NS
ENSG00000141543.14,5717.911229197607,0.0557285574762136,0.05458598236529939,0.30812816993741793,0.368797358691741,MyLa_vs_HH,ENSG00000141543,EIF4A3,protein_coding,NS
ENSG00000101405.4,6.259288516481779,-0.5703656258412068,1.1234662576626167,0.3086385006727043,0.36937424970315474,MyLa_vs_HH,ENSG00000101405,OXT,protein_coding,NS
ENSG00000174576.12,5.801575415666745,0.5406159906631507,1.1047600039048677,0.30868257538232857,0.369393077307675,MyLa_vs_HH,ENSG00000174576,NPAS4,protein_coding,NS
ENSG00000069509.8,336.6725787451709,0.1483934592420275,0.1468817186898998,0.30927626084633686,0.3700695471548208,MyLa_vs_HH,ENSG00000069509,FUNDC1,protein_coding,NS
ENSG00000130038.12,987.9521694870309,-0.08258571682285083,0.08165790175506478,0.309568853514525,0.3703856483847246,MyLa_vs_HH,ENSG00000130038,CRACR2A,protein_coding,NS
ENSG00000254413.8,7.807397993509802,0.5377953498430446,0.7027069156426605,0.3097411380652986,0.3705577613736953,MyLa_vs_HH,ENSG00000254413,CHKB-CPT1B,protein_coding,NS
ENSG00000249471.10,273.39530229797555,0.1355551505224439,0.13181137694971723,0.31031438150948193,0.3712094845537474,MyLa_vs_HH,ENSG00000249471,ZNF324B,protein_coding,NS
ENSG00000184831.16,511.7395787813175,0.09646135687991238,0.09378655173912921,0.3104780443949489,0.3713711777348907,MyLa_vs_HH,ENSG00000184831,APOO,protein_coding,NS
ENSG00000130119.19,2468.3365355276233,-0.08288765649570046,0.08205911963545588,0.3110803896141918,0.3720575128789357,MyLa_vs_HH,ENSG00000130119,GNL3L,protein_coding,NS
ENSG00000095303.19,9.67649031709779,0.4557368433012213,0.9998454848249007,0.3112379795827993,0.3722118359242635,MyLa_vs_HH,ENSG00000095303,PTGS1,protein_coding,NS
ENSG00000174903.18,5463.3466430114595,-0.06255252370069551,0.061969033778782906,0.3112829286859002,0.37223143495397165,MyLa_vs_HH,ENSG00000174903,RAB1B,protein_coding,NS
ENSG00000112599.9,11.523175780974674,0.513240077857421,0.638534760275209,0.31131852137965915,0.3722398430404677,MyLa_vs_HH,ENSG00000112599,GUCA1B,protein_coding,NS
ENSG00000089597.20,11090.010670301486,0.060937115134024465,0.06087474232271031,0.3115458010226597,0.37247742635797854,MyLa_vs_HH,ENSG00000089597,GANAB,protein_coding,NS
ENSG00000188070.11,771.2238687722621,-0.186961600500534,0.18873535093683777,0.3118191797412939,0.37277007609321994,MyLa_vs_HH,ENSG00000188070,ZFTA,protein_coding,NS
ENSG00000197168.16,5.017487762670639,0.5303750547395051,1.1027768431043738,0.3118867076123524,0.37281660646719145,MyLa_vs_HH,ENSG00000197168,NEK5,protein_coding,NS
ENSG00000172845.19,2107.5264842413585,0.07873564192083317,0.07758906191884153,0.3119653407023501,0.3728764018134381,MyLa_vs_HH,ENSG00000172845,SP3,protein_coding,NS
ENSG00000163463.15,156.72652756672528,-0.21617066231101412,0.21955086947711447,0.31268809348820464,0.37370599930598547,MyLa_vs_HH,ENSG00000163463,KRTCAP2,protein_coding,NS
ENSG00000253846.4,9.659822323116648,0.5270229432965184,1.0993202905526598,0.3135460756996399,0.37469704791797237,MyLa_vs_HH,ENSG00000253846,PCDHGA10,protein_coding,NS
ENSG00000109689.21,1377.4214936657133,0.11835302114935602,0.11787710997888882,0.3139394945587051,0.37513279843986463,MyLa_vs_HH,ENSG00000109689,STIM2,protein_coding,NS
ENSG00000106245.13,3309.6651327158056,-0.09671628052198578,0.09715468442911343,0.3140130632839325,0.37518630856064283,MyLa_vs_HH,ENSG00000106245,BUD31,protein_coding,NS
ENSG00000173905.11,605.1519212079734,-0.09386816017889507,0.09356395921813704,0.31429633943350455,0.3754455637933257,MyLa_vs_HH,ENSG00000173905,GOLIM4,protein_coding,NS
ENSG00000132254.15,1130.3296837294522,-0.09606194897895758,0.09683110623089489,0.31434352576071545,0.3754455637933257,MyLa_vs_HH,ENSG00000132254,ARFIP2,protein_coding,NS
ENSG00000111254.10,38.460515580214945,-0.35662901434720007,0.38194604877444105,0.31434527676764906,0.3754455637933257,MyLa_vs_HH,ENSG00000111254,AKAP3,protein_coding,NS
ENSG00000105647.22,7.973870580682835,0.5052166782237351,0.624432966018719,0.3142809685104673,0.3754455637933257,MyLa_vs_HH,ENSG00000105647,PIK3R2,protein_coding,NS
ENSG00000143653.12,2977.0315613291586,0.06578052516089901,0.06557473673339828,0.31442056637320814,0.3755010759224798,MyLa_vs_HH,ENSG00000143653,SCCPDH,protein_coding,NS
ENSG00000253250.5,43.101022516355364,0.5359236699704624,0.7032696295838933,0.3152232199750461,0.37641617350649,MyLa_vs_HH,ENSG00000253250,C8orf88,protein_coding,NS
ENSG00000142507.12,4016.0632056253644,-0.061191082534733425,0.061105050646224825,0.3152445740676236,0.37641617350649,MyLa_vs_HH,ENSG00000142507,PSMB6,protein_coding,NS
ENSG00000116857.19,187.67435524497603,-0.5219657207474497,0.9459184341597069,0.31551100986281605,0.37666529188807196,MyLa_vs_HH,ENSG00000116857,TMEM9,protein_coding,NS
ENSG00000189042.16,140.0149124835087,-0.5220202561255203,0.9459521682957432,0.3154866846020086,0.37666529188807196,MyLa_vs_HH,ENSG00000189042,ZNF567,protein_coding,NS
ENSG00000197714.11,63.86124052287491,-0.2930696081088783,0.30766935669969253,0.316127529413703,0.3773667421550459,MyLa_vs_HH,ENSG00000197714,ZNF460,protein_coding,NS
ENSG00000115163.17,1284.960883935373,0.12182853380587434,0.1222802317649596,0.3169529470173438,0.3783174062164156,MyLa_vs_HH,ENSG00000115163,CENPA,protein_coding,NS
ENSG00000169554.25,885.8153968219655,0.0875384035975313,0.08441205155687323,0.3171123960287255,0.3784730638683497,MyLa_vs_HH,ENSG00000169554,ZEB2,protein_coding,NS
ENSG00000100744.17,717.1511912250285,-0.08867120247591935,0.08853989060869316,0.3171979988071089,0.37854056574059614,MyLa_vs_HH,ENSG00000100744,GSKIP,protein_coding,NS
ENSG00000164053.24,811.0026171851375,-0.0953482171579016,0.09568869388319626,0.3173303934071248,0.37866389097922154,MyLa_vs_HH,ENSG00000164053,ATRIP,protein_coding,NS
ENSG00000116786.17,2128.960455080508,-0.07718203879755656,0.07782461482904629,0.31755265115676906,0.3788885032808156,MyLa_vs_HH,ENSG00000116786,PLEKHM2,protein_coding,NS
ENSG00000120137.9,2234.182329073455,-0.06469620466434002,0.0650110992497264,0.3175767674242024,0.3788885032808156,MyLa_vs_HH,ENSG00000120137,PANK3,protein_coding,NS
ENSG00000133056.16,526.42317419924,-0.12017422863080128,0.1214036751216769,0.3181935563117479,0.3795896219140513,MyLa_vs_HH,ENSG00000133056,PIK3C2B,protein_coding,NS
ENSG00000122735.18,6.3325053951957395,0.5389946298754225,1.1090289174217018,0.3183702803001314,0.3797656839787308,MyLa_vs_HH,ENSG00000122735,DNAI1,protein_coding,NS
ENSG00000033800.16,824.1807416066682,0.09753290028089565,0.09787467383265203,0.3184049478779492,0.3797722783649045,MyLa_vs_HH,ENSG00000033800,PIAS1,protein_coding,NS
