Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,comparison
ENSG00000143061.20,4212.122465000003,-7.475614633894893,0.11539240472205523,-64.78428672928125,0,0,SeAx_vs_MyLa
ENSG00000115935.21,7783.083197797162,-3.759933431956628,0.08849801612957733,-42.48607591893806,0,0,SeAx_vs_MyLa
ENSG00000169760.19,906.2718827608372,-7.110553569822862,0.1859993127966284,-38.22892387563571,0,0,SeAx_vs_MyLa
ENSG00000176788.11,8532.495345359865,5.79192982986367,0.07156680921421642,80.93039068609377,0,0,SeAx_vs_MyLa
ENSG00000164308.20,4251.939722439465,-5.772332040502524,0.09970510217837768,-57.89404869347125,0,0,SeAx_vs_MyLa
ENSG00000135074.18,3144.528045274941,-5.633890559279391,0.13636085260293607,-41.316040870501894,0,0,SeAx_vs_MyLa
ENSG00000145860.14,4244.091725163391,-3.351504278314559,0.08080815181215581,-41.47482900122954,0,0,SeAx_vs_MyLa
ENSG00000105835.15,5557.779408927347,-2.9902212748450854,0.07641817111585393,-39.1297152389548,0,0,SeAx_vs_MyLa
ENSG00000158467.19,1704.040056388151,-3.8905968952664214,0.09479852568152941,-41.04068989782261,0,0,SeAx_vs_MyLa
ENSG00000156675.18,2349.8501403132645,-3.6766424851501234,0.0948972138419086,-38.74341865584299,0,0,SeAx_vs_MyLa
ENSG00000164687.13,8701.487686705656,2.4807091762104765,0.05992070233245221,41.39986815319685,0,0,SeAx_vs_MyLa
ENSG00000164924.20,27653.72586630238,1.4193192835771842,0.03719877483284789,38.15500080190471,0,0,SeAx_vs_MyLa
ENSG00000156515.27,4714.096177020856,-2.4566974990722263,0.05162189254231092,-47.59022534980949,0,0,SeAx_vs_MyLa
ENSG00000182985.21,5512.763129857182,6.684736908091264,0.10170339312768206,65.72776681795668,0,0,SeAx_vs_MyLa
ENSG00000134954.16,5599.015591406389,-4.346190680373749,0.08910345082378714,-48.77690639579008,0,0,SeAx_vs_MyLa
ENSG00000064763.14,1419.9794957962529,5.778026032621334,0.15201234637761976,38.01024173568057,0,0,SeAx_vs_MyLa
