Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000101333.21,82.48584841289862,-12.104839998767014,3.179462932354015,2.1140899938569556e-19,8.629168459109834e-19,HuT78_vs_HH,ENSG00000101333,PLCB4,protein_coding,Down
ENSG00000180530.12,589.1096413092873,-12.039512183061579,3.151765696279591,6.4161301173715945e-20,2.6922544694045073e-19,HuT78_vs_HH,ENSG00000180530,NRIP1,protein_coding,Down
ENSG00000111732.13,76.67542057023883,-11.99508048582214,3.1672998753935215,4.3266400600497664e-19,1.7457925666448484e-18,HuT78_vs_HH,ENSG00000111732,AICDA,protein_coding,Down
ENSG00000183439.12,74.22233632331047,-11.94481152782167,3.1601838497049837,4.920526268074194e-19,1.9805194209947796e-18,HuT78_vs_HH,ENSG00000183439,TRIM61,protein_coding,Down
ENSG00000127252.9,72.00732344186339,-11.893201192990347,3.1565830971913997,8.728089350858172e-19,3.4797549253513176e-18,HuT78_vs_HH,ENSG00000127252,PLAAT1,protein_coding,Down
ENSG00000007264.17,1929.3994733715597,16.80430792522144,3.2885790347272774,6.696271651394939e-36,5.367312941736178e-35,HuT78_vs_HH,ENSG00000007264,MATK,protein_coding,Up
ENSG00000182866.20,1446.965601346614,16.51390376507546,3.399608721113181,1.3563087676173122e-36,1.1117466772551214e-35,HuT78_vs_HH,ENSG00000182866,LCK,protein_coding,Up
ENSG00000135269.20,2938.7653869422256,16.50686588014758,2.78405050791574,2.8859805808772074e-39,2.5868627861466744e-38,HuT78_vs_HH,ENSG00000135269,TES,protein_coding,Up
ENSG00000167286.13,1864.8015369542088,16.098564133162846,3.0779775118776582,5.2405890118606775e-36,4.221297687983944e-35,HuT78_vs_HH,ENSG00000167286,CD3D,protein_coding,Up
ENSG00000277443.5,1059.0977351467843,15.835945221164144,3.258249299179189,1.6057138820910794e-28,9.75630257589419e-28,HuT78_vs_HH,ENSG00000277443,MARCKS,protein_coding,Up
ENSG00000187772.8,799.132221636138,15.76103568733591,3.554688349061702,1.2936077395841665e-32,9.177784251497247e-32,HuT78_vs_HH,ENSG00000187772,LIN28B,protein_coding,Up
