Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,comparison
ENSG00000143061.20,4212.122465000003,-8.615035903200646,0.1467524779163871,-58.7045345027094,0,0,HuT78_vs_MyLa
ENSG00000075340.25,2308.8924461829556,-3.2514586438520077,0.07845696746722582,-41.442573538293516,0,0,HuT78_vs_MyLa
ENSG00000163600.15,2600.5691069479703,-4.330403728356212,0.09125235823494322,-47.45525279694057,0,0,HuT78_vs_MyLa
ENSG00000180611.8,844.414286718484,-3.8598340801875546,0.1013774682928306,-38.07388510668224,0,0,HuT78_vs_MyLa
ENSG00000114473.16,2734.459637335775,-4.58903569125635,0.110181924603061,-41.64962363644227,0,0,HuT78_vs_MyLa
ENSG00000138795.12,6140.080900400319,4.106862454223846,0.10883896037611271,37.73338554532164,0,0,HuT78_vs_MyLa
ENSG00000164111.17,8732.998763937243,-3.336119525148427,0.08469903277256019,-39.387929424256946,0,0,HuT78_vs_MyLa
ENSG00000129422.17,1566.0180422110627,-7.214087301551933,0.1836656315617596,-39.27837364132068,0,0,HuT78_vs_MyLa
ENSG00000121039.12,2783.1680550853985,-4.9200853779498415,0.10478208888293604,-46.95540459635833,0,0,HuT78_vs_MyLa
ENSG00000205002.5,1939.8432684399465,-4.809775017974914,0.12672348997040347,-37.95488128600504,0,0,HuT78_vs_MyLa
ENSG00000180644.10,1381.0702039384078,6.819471369564402,0.1443572656708825,47.24023649153892,0,0,HuT78_vs_MyLa
ENSG00000109854.16,3587.6700252507767,-3.2980782488585723,0.08556688803029708,-38.543861121732114,0,0,HuT78_vs_MyLa
ENSG00000135362.16,1228.6528290850072,-7.803188714985352,0.1999305965069414,-39.029487488746796,0,0,HuT78_vs_MyLa
ENSG00000168067.14,1694.446372159455,-5.023220178666306,0.11770361845687007,-42.67685432718414,0,0,HuT78_vs_MyLa
ENSG00000085733.18,2299.236137123067,-4.440983905604948,0.11547618049548286,-38.458008279713304,0,0,HuT78_vs_MyLa
ENSG00000149212.13,2205.3021516234526,-5.876999404685355,0.1415110751540121,-41.53031413470065,0,0,HuT78_vs_MyLa
ENSG00000111674.11,3500.606837839195,-4.65687799339431,0.105812648923083,-44.01059836220028,0,0,HuT78_vs_MyLa
ENSG00000139318.10,1168.1751186258953,6.339452785663142,0.1581067710229393,40.096023368558754,0,0,HuT78_vs_MyLa
ENSG00000110880.13,4927.063180080444,3.39493758562711,0.08927882857044325,38.026233542574076,0,0,HuT78_vs_MyLa
ENSG00000088992.20,1672.3081776410336,-7.09167083685917,0.16015917767375715,-44.27889141204784,0,0,HuT78_vs_MyLa
ENSG00000111450.17,1814.1575996898227,-2.674233038023114,0.07066850595380528,-37.841935412802016,0,0,HuT78_vs_MyLa
ENSG00000100612.16,2343.4772440237207,-3.2695816149362407,0.07705966487786578,-42.42922182594877,0,0,HuT78_vs_MyLa
ENSG00000141510.21,2906.7278536790222,-4.45476390367117,0.09727308222500829,-45.79647114878692,0,0,HuT78_vs_MyLa
ENSG00000092871.19,5760.44969888788,-3.345919585866128,0.08570344399395083,-39.040666628313,0,0,HuT78_vs_MyLa
ENSG00000166562.12,6252.87133519459,-3.9257569574862647,0.06482222420381269,-60.56189841840325,0,0,HuT78_vs_MyLa
ENSG00000105397.18,8625.704841125498,-2.544634591218455,0.0525745197055211,-48.400529485982744,0,0,HuT78_vs_MyLa
ENSG00000134815.22,2571.097868321108,2.4322908434169843,0.06047448254051902,40.220118324903474,0,0,HuT78_vs_MyLa
ENSG00000125870.13,3857.921155937265,2.71589624265372,0.06536609114550232,41.54900798042586,0,0,HuT78_vs_MyLa
ENSG00000198947.19,3107.8312840314593,-6.04666513235622,0.10304664708770105,-58.67891196120159,0,0,HuT78_vs_MyLa
ENSG00000078596.13,6002.525797662796,3.2101260791293846,0.08481921602773089,37.846684153268555,0,0,HuT78_vs_MyLa
ENSG00000105810.12,2948.390423985659,-8.59911948662719,0.2310494861924568,-37.21765249659287,3.5365770509083505e-303,1.4868454420802753e-300,HuT78_vs_MyLa
ENSG00000135269.20,2938.7653869422256,3.1020868935872024,0.08359421258383813,37.10887150801336,2.0209514340578696e-301,8.230956262523816e-299,HuT78_vs_MyLa
ENSG00000184557.6,1611.6084800345475,-6.187155235021755,0.16877185135175235,-36.65987654615791,3.185235494236194e-294,1.2579749756478883e-291,HuT78_vs_MyLa
ENSG00000167642.15,952.616441404017,6.014046968376727,0.16654244830567225,36.111195851633795,1.5134001673073859e-285,5.801218935446224e-283,HuT78_vs_MyLa
ENSG00000099377.16,668.0296786280505,-5.562700407290189,0.1549360388043064,-35.90320528535143,2.7224416503266046e-282,1.0137594865344753e-279,HuT78_vs_MyLa
ENSG00000143198.15,3139.5708170613784,-4.485829611159627,0.12608147999595992,-35.578814678439436,2.97937530789112e-277,1.0786166218818046e-274,HuT78_vs_MyLa
ENSG00000115107.22,1011.2281988943029,-4.274101889982064,0.12046315347658748,-35.480574487971985,9.799517748945879e-276,3.4518139141084226e-273,HuT78_vs_MyLa
ENSG00000115355.20,1851.9907960722126,6.505378231207199,0.18417667828914616,35.321400579253314,2.756552011356117e-273,9.45424799052744e-271,HuT78_vs_MyLa
ENSG00000123685.10,7627.37935365286,-4.73298488602639,0.1342980027972332,-35.24240709053865,4.484699753334516e-272,1.4986946637233012e-269,HuT78_vs_MyLa
ENSG00000166228.11,996.4872178424906,-5.760997028093658,0.1638568438876872,-35.15872081633912,8.552846013447808e-271,2.786731052331632e-268,HuT78_vs_MyLa
ENSG00000132718.11,2512.2069819150697,-8.379425391498755,0.23993724473265335,-34.92340424612031,3.2817307705732005e-267,1.0431901739726956e-264,HuT78_vs_MyLa
ENSG00000124702.21,2723.054224895256,2.2696785535309507,0.06566264364170854,34.565750442756524,8.26684249484462e-262,2.5652799579835698e-259,HuT78_vs_MyLa
ENSG00000127561.18,934.9005836592956,-5.791246767267281,0.16818536437688755,-34.433714186269164,7.894124278467504e-260,2.3926539935178364e-257,HuT78_vs_MyLa
ENSG00000112977.18,4068.5337404061597,-2.0820810496019,0.06049518844028328,-34.41730000820129,1.3896835128630023e-259,4.1163057325326154e-257,HuT78_vs_MyLa
ENSG00000114013.17,2758.0062131054046,-9.20240339313934,0.26919691246297406,-34.18465430730027,4.0880441446421156e-256,1.1839884297137931e-253,HuT78_vs_MyLa
ENSG00000197879.19,3046.5877845675705,-4.4117643461383445,0.12958485615711024,-34.045369782943375,4.7524748518478635e-254,1.3465001031333306e-251,HuT78_vs_MyLa
ENSG00000118985.18,5379.998088983785,-4.394051744824038,0.1291353982429445,-34.02670224129744,8.976249500005797e-254,2.489094887948416e-251,HuT78_vs_MyLa
ENSG00000025708.16,920.2077418997171,-4.985417976263859,0.146619558946361,-34.002407401100655,2.0525609235768845e-253,5.57313052437032e-251,HuT78_vs_MyLa
ENSG00000189067.17,2631.1753442380173,-3.2904262248524607,0.09722162396972778,-33.844592288203415,4.358827341641116e-251,1.1593591172165034e-248,HuT78_vs_MyLa
ENSG00000088247.20,14433.703328314183,1.6493672922670777,0.048739581258045825,33.8404075228858,5.022608508037819e-251,1.3091931337051382e-248,HuT78_vs_MyLa
ENSG00000196352.20,1643.633872865497,-3.315239098160858,0.09890889155465982,-33.518109909550084,2.6256317929780756e-246,6.709776305467306e-244,HuT78_vs_MyLa
ENSG00000105402.9,2623.7032192067118,2.2273910186877193,0.06671332801713797,33.38749669504608,2.082204104627518e-244,5.218724249155854e-242,HuT78_vs_MyLa
ENSG00000145945.9,561.650025731104,-4.2392536166972405,0.1274345441011638,-33.26612612457665,1.1933759581346028e-242,2.934579030635524e-240,HuT78_vs_MyLa
ENSG00000147010.21,7035.21499831107,4.037472243298245,0.12153449463303988,33.22079262754949,5.3934740964628754e-242,1.3017249610963083e-239,HuT78_vs_MyLa
ENSG00000064393.18,4010.8289045538036,-4.4500426045043495,0.1339864364119918,-33.21263497762577,7.073852152618489e-242,1.676245729183214e-239,HuT78_vs_MyLa
ENSG00000164308.20,4251.939722439465,-2.9231178199720844,0.08823678106683745,-33.12811034842586,1.1705714415095284e-240,2.724295999498872e-238,HuT78_vs_MyLa
ENSG00000130005.15,2194.6615756617557,-2.5377855793862287,0.07698903758792087,-32.96294717917596,2.75995689613485e-238,6.310617232864123e-236,HuT78_vs_MyLa
ENSG00000114126.20,2422.324352256717,3.0186592250746207,0.09158274158908988,32.96100523632096,2.9425723363049558e-238,6.612162975700429e-236,HuT78_vs_MyLa
ENSG00000183486.16,899.7585166587829,-7.4563691544639985,0.22781872887183863,-32.72939495092452,5.9646693341213176e-235,1.3175853462983581e-232,HuT78_vs_MyLa
ENSG00000152270.12,1016.0595541164062,4.663065566085389,0.1436354509843203,32.464586800332626,3.3722178393421586e-231,7.325019183357725e-229,HuT78_vs_MyLa
ENSG00000181847.14,1017.0522982452718,-7.7661761696985385,0.23928756581606805,-32.45541047322168,4.5435850924907526e-231,9.7076302476118e-229,HuT78_vs_MyLa
ENSG00000167972.16,2533.5595460577397,-3.689256564199366,0.11378091649037235,-32.424212055907766,1.2512736569178839e-230,2.6302983178404485e-228,HuT78_vs_MyLa
ENSG00000160991.19,3240.594587536167,3.7586288534521595,0.11670659711699496,32.20579595585538,1.4641427797361041e-227,3.028916325127087e-225,HuT78_vs_MyLa
ENSG00000102007.13,2434.464034490226,-4.212191394636067,0.13189691202217366,-31.935481506405097,8.594170891016856e-224,1.7501223316034796e-221,HuT78_vs_MyLa
ENSG00000038532.19,1077.6915668369802,-3.9902353432250566,0.1251641964484718,-31.880006075601468,5.054758774743498e-223,1.0135180170958771e-220,HuT78_vs_MyLa
